 

stn;time;rzz150mx
IYSVE;201101;0.2
IYSVE;201102;0.2
IYSVE;201103;0.5
IYSVE;201104;0.5
IYSVE;201105;1.3
IYSVE;201106;2.2
IYSVE;201107;4.8
IYSVE;201108;7.0
IYSVE;201109;2.6
IYSVE;201110;2.0
IYSVE;201111;0.5
IYSVE;201112;0.8
IYSVE;201201;0.6
IYSVE;201202;0.2
IYSVE;201203;0.9
IYSVE;201204;0.9
IYSVE;201205;1.8
IYSVE;201206;4.0
IYSVE;201207;5.3
IYSVE;201208;4.7
IYSVE;201209;2.6
IYSVE;201210;0.8
IYSVE;201211;1.8
IYSVE;201212;0.5
IYSVE;201301;0.3
IYSVE;201302;0.3
IYSVE;201303;0.6
IYSVE;201304;1.9
IYSVE;201305;1.7
IYSVE;201306;3.6
IYSVE;201307;3.4
IYSVE;201308;5.2
IYSVE;201309;2.0
IYSVE;201310;3.0
IYSVE;201311;1.2
IYSVE;201312;0.7
IYSVE;201401;0.7
IYSVE;201402;1.7
IYSVE;201403;1.2
IYSVE;201404;1.5
IYSVE;201405;1.3
IYSVE;201406;5.2
IYSVE;201407;2.2
IYSVE;201408;4.7
IYSVE;201409;1.5
IYSVE;201410;1.2
IYSVE;201411;1.6
IYSVE;201412;1.1
IYSVE;201501;0.9
IYSVE;201502;0.6
IYSVE;201503;0.6
IYSVE;201504;1.2
IYSVE;201505;1.3
IYSVE;201506;2.1
IYSVE;201507;2.7
IYSVE;201508;3.9
IYSVE;201509;1.7
IYSVE;201510;2.3
IYSVE;201511;0.4
IYSVE;201512;0.1
IYSVE;201601;0.8
IYSVE;201602;0.8
IYSVE;201603;0.8
IYSVE;201604;2.4
IYSVE;201605;1.8
IYSVE;201606;9.8
IYSVE;201607;5.8
IYSVE;201608;6.0
IYSVE;201609;0.6
IYSVE;201610;1.6
IYSVE;201611;0.9
IYSVE;201612;0.2
IYSVE;201701;0.4
IYSVE;201702;1.0
IYSVE;201703;1.2
IYSVE;201704;0.5
IYSVE;201705;5.2
IYSVE;201706;9.3
IYSVE;201707;4.0
IYSVE;201708;10.0
IYSVE;201709;2.2
IYSVE;201710;0.6
IYSVE;201711;0.8
IYSVE;201712;0.7
IYSVE;201801;1.7
IYSVE;201802;0.3
IYSVE;201803;0.7
IYSVE;201804;1.4
IYSVE;201805;2.8
IYSVE;201806;4.1
IYSVE;201807;6.5
IYSVE;201808;7.8
IYSVE;201809;4.8
IYSVE;201810;2.6
IYSVE;201811;1.1
IYSVE;201812;1.3
IYSVE;201901;0.5
IYSVE;201902;0.5
