 

stn;time;rzz150mx
VSVIS;201310;1.5
VSVIS;201311;1.1
VSVIS;201312;1.5
VSVIS;201401;0.7
VSVIS;201402;9.9
VSVIS;201403;5.2
VSVIS;201404;2.4
VSVIS;201405;1.9
VSVIS;201406;3.6
VSVIS;201407;1.5
VSVIS;201408;3.7
VSVIS;201409;2.9
VSVIS;201410;1.6
VSVIS;201411;2.1
VSVIS;201412;0.5
VSVIS;201501;1.0
VSVIS;201502;0.5
VSVIS;201503;0.8
VSVIS;201504;0.8
VSVIS;201505;1.9
VSVIS;201506;7.1
VSVIS;201507;3.9
VSVIS;201508;6.8
VSVIS;201509;1.5
VSVIS;201510;1.0
VSVIS;201511;1.6
VSVIS;201512;0.5
VSVIS;201601;0.7
VSVIS;201602;0.9
VSVIS;201603;0.9
VSVIS;201604;1.7
VSVIS;201605;1.1
VSVIS;201606;2.3
VSVIS;201607;1.3
VSVIS;201608;1.5
VSVIS;201609;2.0
VSVIS;201610;2.6
VSVIS;201611;2.1
VSVIS;201612;0.4
VSVIS;201701;0.7
VSVIS;201702;1.1
VSVIS;201703;2.0
