 

stn;time;rre150yx
TDO;1961;31.2
TDO;1962;56.8
TDO;1963;64.5
TDO;1964;77.1
TDO;1965;48.5
TDO;1966;40.9
TDO;1967;35.2
TDO;1968;111.2
TDO;1969;43.5
TDO;1970;30.1
TDO;1971;61.2
TDO;1972;54.1
TDO;1973;80.5
TDO;1974;40.7
TDO;1975;59.2
TDO;1976;80.0
TDO;1977;45.3
TDO;1978;97.6
TDO;1979;52.1
TDO;1980;26.7
TDO;1981;72.6
TDO;1982;33.2
TDO;1983;48.1
TDO;1984;57.7
TDO;1985;35.2
TDO;1986;54.3
TDO;1987;66.5
TDO;1988;40.5
TDO;1989;40.1
TDO;1990;55.1
TDO;1991;66.0
TDO;1992;30.0
TDO;1993;50.3
TDO;1994;88.9
TDO;1995;55.6
TDO;1996;33.2
TDO;1997;32.2
TDO;1998;45.6
TDO;1999;44.5
TDO;2000;63.3
TDO;2001;44.4
TDO;2002;37.9
TDO;2003;35.7
TDO;2004;42.5
