 

stn;time;rsd300y0
DLGAR;1946;4
DLGAR;1947;2
DLGAR;1948;3
DLGAR;1949;2
DLGAR;1950;1
DLGAR;1951;3
DLGAR;1952;6
DLGAR;1953;5
DLGAR;1954;16
DLGAR;1955;6
DLGAR;1956;11
DLGAR;1957;6
DLGAR;1958;7
DLGAR;1959;8
DLGAR;1960;6
DLGAR;1961;3
DLGAR;1962;6
DLGAR;1963;4
DLGAR;1964;6
DLGAR;1965;5
DLGAR;1966;9
DLGAR;1967;3
DLGAR;1968;6
DLGAR;1969;2
DLGAR;1970;8
DLGAR;1971;3
DLGAR;1972;6
DLGAR;1973;4
DLGAR;1974;5
DLGAR;1975;5
DLGAR;1976;4
DLGAR;1977;4
DLGAR;1978;5
DLGAR;1979;7
DLGAR;1980;1
DLGAR;1981;4
DLGAR;1982;6
DLGAR;1983;11
DLGAR;1984;4
DLGAR;1985;6
DLGAR;1986;3
DLGAR;1987;4
DLGAR;1988;6
DLGAR;1989;5
DLGAR;1990;5
DLGAR;1991;8
DLGAR;1992;7
DLGAR;1993;8
DLGAR;1994;4
DLGAR;1995;4
DLGAR;1996;6
DLGAR;1997;6
DLGAR;1998;5
DLGAR;1999;6
DLGAR;2000;8
DLGAR;2001;6
DLGAR;2002;7
DLGAR;2003;1
DLGAR;2004;3
DLGAR;2005;5
DLGAR;2006;4
DLGAR;2007;3
DLGAR;2008;4
DLGAR;2009;3
DLGAR;2010;6
DLGAR;2011;5
DLGAR;2012;4
DLGAR;2013;5
DLGAR;2014;5
DLGAR;2015;4
