 

stn;time;rsd100m0
BIZ;190001;6
BIZ;190002;1
BIZ;190003;1
BIZ;190004;3
BIZ;190005;2
BIZ;190006;4
BIZ;190007;3
BIZ;190008;4
BIZ;190009;2
BIZ;190010;3
BIZ;190011;1
BIZ;190012;2
BIZ;190101;0
BIZ;190102;0
BIZ;190103;2
BIZ;190104;7
BIZ;190105;1
BIZ;190106;5
BIZ;190107;5
BIZ;190108;4
BIZ;190109;6
BIZ;190110;3
BIZ;190111;1
BIZ;190112;1
BIZ;190201;0
BIZ;190202;1
BIZ;190203;0
BIZ;190204;2
BIZ;190205;6
BIZ;190206;3
BIZ;190207;5
BIZ;190208;4
BIZ;190209;4
BIZ;190210;1
BIZ;190211;0
BIZ;190212;2
BIZ;190301;1
BIZ;190302;0
BIZ;190303;0
BIZ;190304;0
BIZ;190305;0
BIZ;190306;3
BIZ;190307;6
BIZ;190308;5
BIZ;190309;2
BIZ;190310;4
BIZ;190311;6
BIZ;190312;1
BIZ;190401;1
BIZ;190402;2
BIZ;190403;2
BIZ;190404;4
BIZ;190405;6
BIZ;190406;6
BIZ;190407;2
BIZ;190408;2
BIZ;190409;6
BIZ;190410;3
BIZ;190411;1
BIZ;190412;1
BIZ;190501;1
BIZ;190502;1
BIZ;190503;3
BIZ;190504;5
BIZ;190505;5
BIZ;190506;1
BIZ;190507;4
BIZ;190508;9
BIZ;190509;6
BIZ;190510;7
BIZ;190511;1
BIZ;190512;2
BIZ;190601;1
BIZ;190602;0
BIZ;190603;4
BIZ;190604;2
BIZ;190605;4
BIZ;190606;3
BIZ;190607;6
BIZ;190608;2
BIZ;190609;2
BIZ;190610;0
BIZ;190611;2
BIZ;190612;2
BIZ;190701;2
BIZ;190702;1
BIZ;190703;2
BIZ;190704;2
BIZ;190705;3
BIZ;190706;4
BIZ;190707;4
BIZ;190708;2
BIZ;190709;2
BIZ;190710;1
BIZ;190711;0
BIZ;190712;3
BIZ;190801;1
BIZ;190802;1
BIZ;190803;1
BIZ;190804;3
BIZ;190805;4
BIZ;190806;2
BIZ;190807;7
BIZ;190808;3
BIZ;190809;6
BIZ;190810;0
BIZ;190811;1
BIZ;190812;2
BIZ;190901;0
BIZ;190902;0
BIZ;190903;0
BIZ;190904;2
BIZ;190905;2
BIZ;190906;8
BIZ;190907;7
BIZ;190908;4
BIZ;190909;3
BIZ;190910;0
BIZ;190911;1
BIZ;190912;2
BIZ;191001;3
BIZ;191002;2
BIZ;191003;1
BIZ;191004;4
BIZ;191005;4
BIZ;191006;6
BIZ;191007;5
BIZ;191008;6
BIZ;191009;4
BIZ;191010;1
BIZ;191011;9
BIZ;191012;2
BIZ;191101;0
BIZ;191102;0
BIZ;191103;1
BIZ;191104;2
BIZ;191105;3
BIZ;191106;6
BIZ;191107;0
BIZ;191108;3
BIZ;191109;5
BIZ;191110;1
BIZ;191111;1
BIZ;191112;0
BIZ;191201;2
BIZ;191202;3
BIZ;191203;1
BIZ;191204;2
BIZ;191205;6
BIZ;191206;4
BIZ;191207;6
BIZ;191208;5
BIZ;191209;2
BIZ;191210;6
BIZ;191211;1
BIZ;191212;2
BIZ;191301;3
BIZ;191302;0
BIZ;191303;4
BIZ;191304;2
BIZ;191305;3
BIZ;191306;5
BIZ;191307;5
BIZ;191308;7
BIZ;191309;5
BIZ;191310;0
BIZ;191311;3
BIZ;191312;2
BIZ;191401;4
BIZ;191402;1
BIZ;191403;4
BIZ;191404;3
BIZ;191405;6
BIZ;191406;2
BIZ;191407;5
BIZ;191408;5
BIZ;191409;3
BIZ;191410;0
BIZ;191411;1
BIZ;191412;1
BIZ;191501;2
BIZ;191502;1
BIZ;191503;4
BIZ;191504;3
BIZ;191505;3
BIZ;191506;5
BIZ;191507;5
BIZ;191508;6
BIZ;191509;3
BIZ;191510;0
BIZ;191511;0
BIZ;191512;4
BIZ;191601;1
BIZ;191602;2
BIZ;191603;5
BIZ;191604;1
BIZ;191605;3
BIZ;191606;7
BIZ;191607;5
BIZ;191608;3
BIZ;191609;2
BIZ;191610;3
BIZ;191611;2
BIZ;191612;3
BIZ;191701;0
BIZ;191702;0
BIZ;191703;3
BIZ;191704;0
BIZ;191705;1
BIZ;191706;4
BIZ;191707;6
BIZ;191708;7
BIZ;191709;2
BIZ;191710;7
BIZ;191711;2
BIZ;191712;0
BIZ;191801;2
BIZ;191802;0
BIZ;191803;2
BIZ;191804;1
BIZ;191805;2
BIZ;191806;6
BIZ;191807;4
BIZ;191808;3
BIZ;191809;4
BIZ;191810;1
BIZ;191811;1
BIZ;191812;6
BIZ;191901;0
BIZ;191902;2
BIZ;191903;4
BIZ;191904;2
BIZ;191905;0
BIZ;191906;5
BIZ;191907;5
BIZ;191908;2
BIZ;191909;1
BIZ;191910;1
BIZ;191911;5
BIZ;191912;4
BIZ;192001;1
BIZ;192002;1
BIZ;192003;2
BIZ;192004;1
BIZ;192005;4
BIZ;192006;4
BIZ;192007;8
BIZ;192008;4
BIZ;192009;3
BIZ;192010;0
BIZ;192011;0
BIZ;192012;2
BIZ;192101;3
BIZ;192102;0
BIZ;192103;0
BIZ;192104;2
BIZ;192105;3
BIZ;192106;5
BIZ;192107;1
BIZ;192108;6
BIZ;192109;3
BIZ;192110;3
BIZ;192111;2
BIZ;192112;0
BIZ;192201;3
BIZ;192202;2
BIZ;192203;4
BIZ;192204;5
BIZ;192205;3
BIZ;192206;7
BIZ;192207;6
BIZ;192208;7
BIZ;192209;5
BIZ;192210;6
BIZ;192211;3
BIZ;192212;2
BIZ;192301;1
BIZ;192302;2
BIZ;192303;1
BIZ;192304;2
BIZ;192305;2
BIZ;192306;5
BIZ;192307;2
BIZ;192308;1
BIZ;192309;2
BIZ;192310;2
BIZ;192311;7
BIZ;192312;5
BIZ;192401;1
BIZ;192402;0
BIZ;192403;1
BIZ;192404;4
BIZ;192405;6
BIZ;192406;9
BIZ;192407;7
BIZ;192408;7
BIZ;192409;1
BIZ;192410;1
BIZ;192411;0
BIZ;192412;1
BIZ;192501;1
BIZ;192502;0
BIZ;192503;0
BIZ;192504;4
BIZ;192505;2
BIZ;192506;1
BIZ;192507;1
BIZ;192508;4
BIZ;192509;3
BIZ;192510;2
BIZ;192511;2
BIZ;192512;4
BIZ;192601;1
BIZ;192602;1
BIZ;192603;1
BIZ;192604;0
BIZ;192605;7
BIZ;192606;10
BIZ;192607;4
BIZ;192608;2
BIZ;192609;2
BIZ;192610;3
BIZ;192611;1
BIZ;192612;0
BIZ;192701;1
BIZ;192702;1
BIZ;192703;2
BIZ;192704;3
BIZ;192705;1
BIZ;192706;5
BIZ;192707;5
BIZ;192708;5
BIZ;192709;7
BIZ;192710;1
BIZ;192711;2
BIZ;192712;1
BIZ;192801;1
BIZ;192802;3
BIZ;192803;0
BIZ;192804;2
BIZ;192805;5
BIZ;192806;4
BIZ;192807;1
BIZ;192808;8
BIZ;192809;3
BIZ;192810;3
BIZ;192811;3
BIZ;192812;2
BIZ;192901;1
BIZ;192902;0
BIZ;192903;1
BIZ;192904;4
BIZ;192905;0
BIZ;192906;7
BIZ;192907;5
BIZ;192908;5
BIZ;192909;1
BIZ;192910;4
BIZ;192911;0
BIZ;192912;3
BIZ;193001;1
BIZ;193002;0
BIZ;193003;0
BIZ;193004;6
BIZ;193005;5
BIZ;193006;1
BIZ;193007;11
BIZ;193008;3
BIZ;193009;5
BIZ;193010;9
BIZ;193011;4
BIZ;193012;1
BIZ;193101;5
BIZ;193102;5
BIZ;193103;6
BIZ;193104;3
BIZ;193105;6
BIZ;193106;5
BIZ;193107;7
BIZ;193108;5
BIZ;193109;1
BIZ;193110;4
BIZ;193111;0
BIZ;193112;2
BIZ;193201;4
BIZ;193202;0
BIZ;193203;2
BIZ;193204;4
BIZ;193205;7
BIZ;193206;3
BIZ;193207;8
BIZ;193208;3
BIZ;193209;1
BIZ;193210;5
BIZ;193211;1
BIZ;193212;0
BIZ;193301;1
BIZ;193302;1
BIZ;193303;1
BIZ;193304;0
BIZ;193305;8
BIZ;193306;7
BIZ;193307;4
BIZ;193308;1
BIZ;193309;2
BIZ;193310;4
BIZ;193311;2
BIZ;193312;0
BIZ;193401;3
BIZ;193402;0
BIZ;193403;3
BIZ;193404;0
BIZ;193405;2
BIZ;193406;7
BIZ;193407;3
BIZ;193408;6
BIZ;193409;4
BIZ;193410;3
BIZ;193411;0
BIZ;193412;3
BIZ;193501;1
BIZ;193502;4
BIZ;193503;1
BIZ;193504;4
BIZ;193505;4
BIZ;193506;2
BIZ;193507;3
BIZ;193508;7
BIZ;193509;4
BIZ;193510;8
BIZ;193511;0
BIZ;193512;4
BIZ;193601;2
BIZ;193602;2
BIZ;193603;2
BIZ;193604;4
BIZ;193605;4
BIZ;193606;5
BIZ;193607;11
BIZ;193608;2
BIZ;193609;7
BIZ;193610;2
BIZ;193611;1
BIZ;193612;1
BIZ;193701;2
BIZ;193702;2
BIZ;193703;1
BIZ;193704;1
BIZ;193705;4
BIZ;193706;3
BIZ;193707;2
BIZ;193708;6
BIZ;193709;8
BIZ;193710;1
BIZ;193711;1
BIZ;193712;1
BIZ;193801;1
BIZ;193802;1
BIZ;193803;3
BIZ;193804;1
BIZ;193805;4
BIZ;193806;2
BIZ;193807;6
BIZ;193808;9
BIZ;193809;2
BIZ;193810;0
BIZ;193811;1
BIZ;193812;1
BIZ;193901;1
BIZ;193902;0
BIZ;193903;4
BIZ;193904;1
BIZ;193905;5
BIZ;193906;3
BIZ;193907;8
BIZ;193908;3
BIZ;193909;5
