 

stn;time;rti150yx
DLREI;1952;19520816
DLREI;1953;19530703
DLREI;1954;19540708
DLREI;1955;19550708
DLREI;1956;19560303
DLREI;1957;19570224
DLREI;1958;19581020
DLREI;1959;19590613
DLREI;1960;19600812
DLREI;1961;19611211
DLREI;1962;19620126
DLREI;1963;19630924
DLREI;1964;19641008
DLREI;1965;19650421
DLREI;1966;19660722
DLREI;1967;19670318
DLREI;1968;19680802
DLREI;1969;19690818
DLREI;1970;19700809
DLREI;1971;19710811
DLREI;1972;19720622
DLREI;1973;19731115
DLREI;1974;19740118
DLREI;1975;19750701
DLREI;1976;19760115
DLREI;1977;19770731
DLREI;1978;19780320
DLREI;1979;19791106
DLREI;1980;19800617
DLREI;1981;19810719
DLREI;1982;19820726
DLREI;1983;19830613
DLREI;1984;19840921
DLREI;1985;19850806
DLREI;1986;19861228
DLREI;1987;19870708
DLREI;1988;19880312
DLREI;1989;19890702
DLREI;1990;19900214
DLREI;1991;19910802
DLREI;1992;19921122
DLREI;1993;19930502
DLREI;1994;19940412
DLREI;1995;19950625
DLREI;1996;19960708
DLREI;1997;19970705
DLREI;1998;19980905
DLREI;1999;19990219
DLREI;2000;20000317
DLREI;2001;20011206
DLREI;2002;20020811
