 

stn;time;hns000y0
SIA;1964;308
SIA;1965;266
SIA;1966;403
SIA;1967;393
SIA;1968;498
SIA;1969;242
SIA;1970;537
SIA;1971;299
SIA;1972;475
SIA;1973;344
SIA;1974;444
SIA;1975;811
SIA;1976;351
SIA;1977;566
SIA;1978;556
SIA;1979;682
SIA;1980;231
SIA;1981;413
SIA;1982;352
SIA;1983;435
SIA;1984;471
SIA;1985;535
SIA;1986;340
SIA;1987;255
SIA;1988;296
SIA;1989;394
SIA;1990;461
SIA;1991;247
SIA;1992;409
SIA;1993;173
SIA;1994;268
SIA;1995;292
SIA;1996;361
SIA;1997;188
SIA;1998;169
SIA;1999;453
SIA;2000;375
SIA;2001;468
SIA;2002;418
SIA;2003;255
SIA;2004;287
SIA;2005;252
SIA;2006;239
SIA;2007;274
SIA;2008;598
SIA;2009;519
SIA;2010;408
SIA;2011;225
SIA;2012;431
SIA;2013;380
SIA;2014;518
SIA;2015;224
