 

stn;time;tre200y0
FAH;1981;8.0
FAH;1982;8.9
FAH;1983;8.8
FAH;1984;7.8
FAH;1985;7.6
FAH;1986;7.9
FAH;1987;7.9
FAH;1988;9.0
FAH;1989;9.5
FAH;1990;9.4
FAH;1991;8.5
FAH;1992;9.1
FAH;1993;8.5
FAH;1994;10.0
FAH;1995;9.1
FAH;1996;7.8
FAH;1997;9.3
FAH;1998;9.2
FAH;1999;9.4
FAH;2000;10.1
FAH;2001;9.0
FAH;2002;9.7
FAH;2003;10.1
FAH;2004;8.9
FAH;2005;8.8
FAH;2006;9.6
FAH;2007;9.5
FAH;2008;9.0
FAH;2009;9.5
FAH;2010;8.2
FAH;2011;10.2
FAH;2012;9.2
FAH;2013;8.5
FAH;2014;10.2
FAH;2015;10.4
FAH;2016;9.5
FAH;2017;9.8
FAH;2018;10.7
FAH;2019;10.3
FAH;2020;10.9
