 

stn;time;rhh150yx
GECRN;1999;13.1
GECRN;2000;9.8
GECRN;2001;23.5
GECRN;2002;18.3
GECRN;2003;20.9
GECRN;2004;14.2
GECRN;2005;18.1
GECRN;2006;10.7
GECRN;2007;15.9
GECRN;2008;20.2
GECRN;2009;14.7
GECRN;2010;11.1
GECRN;2011;8.2
GECRN;2012;9.8
GECRN;2013;19.3
GECRN;2014;18.6
GECRN;2015;12.9
GECRN;2016;10.8
GECRN;2017;12.6
GECRN;2018;16.3
GECRN;2019;11.1
GECRN;2020;10.1
