 

stn;time;fu3010m1
DLMUC;198501;64.8
DLMUC;198502;72.0
DLMUC;198503;74.5
DLMUC;198504;79.2
DLMUC;198505;64.1
DLMUC;198506;68.4
DLMUC;198507;53.6
DLMUC;198508;64.8
DLMUC;198509;72.0
DLMUC;198510;50.4
DLMUC;198511;77.4
DLMUC;198512;72.4
DLMUC;198601;111.6
DLMUC;198602;43.2
DLMUC;198603;100.8
DLMUC;198604;57.6
DLMUC;198605;66.6
DLMUC;198606;85.3
DLMUC;198607;72.4
DLMUC;198608;61.2
DLMUC;198609;61.2
DLMUC;198610;113.0
DLMUC;198611;55.8
DLMUC;198612;81.7
DLMUC;198701;103.7
DLMUC;198702;68.8
DLMUC;198703;64.8
DLMUC;198704;59.4
DLMUC;198705;79.6
DLMUC;198706;81.7
DLMUC;198707;66.6
DLMUC;198708;63.0
DLMUC;198709;64.8
DLMUC;198710;64.8
DLMUC;198711;79.6
DLMUC;198712;55.8
DLMUC;198801;85.3
DLMUC;198802;92.9
DLMUC;198803;77.8
DLMUC;198804;53.6
DLMUC;198805;59.4
DLMUC;198806;44.6
DLMUC;198807;139.0
DLMUC;198808;63.0
DLMUC;198809;51.8
DLMUC;198810;63.0
DLMUC;198811;77.8
DLMUC;198812;105.8
DLMUC;198901;51.8
DLMUC;198902;79.6
DLMUC;198903;76.0
DLMUC;198904;61.2
DLMUC;198905;61.2
DLMUC;198906;53.6
DLMUC;198907;59.4
DLMUC;198908;53.6
DLMUC;198909;59.4
DLMUC;198910;66.6
DLMUC;198911;40.7
DLMUC;198912;87.1
DLMUC;199001;90.7
DLMUC;199002;126.0
DLMUC;199003;126.0
DLMUC;199004;59.4
DLMUC;199005;51.8
DLMUC;199006;72.4
DLMUC;199007;55.8
DLMUC;199008;64.8
DLMUC;199009;83.2
DLMUC;199010;100.4
DLMUC;199011;85.0
DLMUC;199012;64.8
DLMUC;199101;60.8
DLMUC;199102;62.6
DLMUC;199103;57.2
DLMUC;199104;47.9
DLMUC;199105;53.6
DLMUC;199106;62.6
DLMUC;199107;75.6
DLMUC;199108;60.8
DLMUC;199109;62.6
DLMUC;199110;70.2
DLMUC;199111;63.0
DLMUC;199112;83.2
DLMUC;199201;63.0
DLMUC;199202;74.2
DLMUC;199203;107.3
DLMUC;199204;76.0
DLMUC;199205;63.0
DLMUC;199206;57.2
DLMUC;199207;101.9
DLMUC;199208;68.4
DLMUC;199209;66.6
DLMUC;199210;87.1
DLMUC;199211;81.4
DLMUC;199212;61.2
DLMUC;199301;103.7
DLMUC;199302;85.3
DLMUC;199303;59.4
DLMUC;199304;57.2
DLMUC;199305;85.3
DLMUC;199306;51.8
DLMUC;199307;57.2
DLMUC;199308;61.2
DLMUC;199309;59.4
DLMUC;199310;46.4
DLMUC;199311;83.2
DLMUC;199312;109.4
DLMUC;199401;114.8
DLMUC;199402;51.8
DLMUC;199403;105.5
DLMUC;199404;72.4
DLMUC;199405;61.2
DLMUC;199406;77.8
DLMUC;199407;51.8
DLMUC;199408;55.4
DLMUC;199409;57.2
DLMUC;199410;68.4
DLMUC;199411;70.2
DLMUC;199412;72.4
DLMUC;199501;111.2
DLMUC;199502;79.6
DLMUC;199503;96.5
DLMUC;199504;70.2
DLMUC;199505;59.4
DLMUC;199506;35.3
DLMUC;199507;77.8
DLMUC;199508;38.9
DLMUC;199509;74.2
DLMUC;199510;31.3
DLMUC;199511;59.4
DLMUC;199512;55.4
DLMUC;199601;31.3
DLMUC;199602;63.0
DLMUC;199603;40.7
DLMUC;199604;44.3
DLMUC;199605;61.2
DLMUC;199606;48.2
DLMUC;199607;70.2
DLMUC;199608;38.9
DLMUC;199609;38.9
DLMUC;199610;92.5
DLMUC;199611;66.6
DLMUC;199612;53.6
DLMUC;199701;35.3
DLMUC;199702;94.3
DLMUC;199703;74.2
DLMUC;199704;77.8
DLMUC;199705;66.6
DLMUC;199706;68.4
DLMUC;199707;53.6
DLMUC;199708;61.2
DLMUC;199709;44.3
DLMUC;199710;64.8
DLMUC;199711;57.2
DLMUC;199712;61.2
DLMUC;199801;85.3
DLMUC;199802;68.4
DLMUC;199803;98.3
DLMUC;199804;64.8
DLMUC;199805;61.2
DLMUC;199806;61.2
DLMUC;199807;70.2
DLMUC;199808;81.4
DLMUC;199809;72.4
DLMUC;199810;113.0
DLMUC;199811;101.9
DLMUC;199812;75.6
DLMUC;199901;79.2
DLMUC;199902;79.2
DLMUC;199903;64.8
DLMUC;199904;64.8
DLMUC;199905;54.0
DLMUC;199906;79.2
DLMUC;199907;54.0
DLMUC;199908;46.8
DLMUC;199909;50.4
DLMUC;199910;61.2
DLMUC;199911;68.4
DLMUC;199912;82.8
DLMUC;200001;90.0
DLMUC;200002;79.2
DLMUC;200003;75.6
DLMUC;200004;57.6
DLMUC;200005;64.8
DLMUC;200006;54.0
DLMUC;200007;68.4
DLMUC;200008;61.2
DLMUC;200009;64.8
DLMUC;200010;50.4
DLMUC;200011;61.2
DLMUC;200012;68.4
DLMUC;200101;75.6
DLMUC;200102;82.8
DLMUC;200103;72.0
DLMUC;200104;79.6
DLMUC;200105;78.5
DLMUC;200106;72.4
DLMUC;200107;84.2
DLMUC;200108;70.9
DLMUC;200109;71.6
DLMUC;200110;64.1
DLMUC;200111;82.1
DLMUC;200112;87.8
DLMUC;200201;89.3
DLMUC;200202;91.1
DLMUC;200203;79.2
DLMUC;200204;77.4
DLMUC;200205;88.9
DLMUC;200206;65.5
DLMUC;200207;88.9
DLMUC;200208;60.1
DLMUC;200209;42.8
DLMUC;200210;109.1
DLMUC;200211;77.0
DLMUC;200212;85.0
DLMUC;200301;111.2
DLMUC;200302;59.4
DLMUC;200303;54.4
DLMUC;200304;76.7
DLMUC;200305;83.2
