 

stn;time;fklnd3m0
WSLNOB;201011;0
WSLNOB;201012;0
WSLNOB;201101;0
WSLNOB;201102;0
WSLNOB;201103;0
WSLNOB;201104;0
WSLNOB;201105;0
WSLNOB;201106;0
WSLNOB;201107;0
WSLNOB;201108;0
WSLNOB;201109;0
WSLNOB;201110;0
WSLNOB;201111;0
WSLNOB;201112;0
WSLNOB;201201;0
WSLNOB;201202;0
WSLNOB;201203;0
WSLNOB;201204;0
WSLNOB;201205;0
WSLNOB;201206;0
WSLNOB;201207;0
WSLNOB;201208;0
WSLNOB;201209;0
WSLNOB;201210;0
WSLNOB;201211;0
WSLNOB;201212;0
WSLNOB;201301;0
WSLNOB;201302;0
WSLNOB;201303;0
WSLNOB;201304;0
WSLNOB;201305;0
WSLNOB;201306;0
WSLNOB;201307;0
WSLNOB;201308;0
WSLNOB;201309;0
WSLNOB;201310;0
WSLNOB;201311;0
WSLNOB;201312;0
WSLNOB;201401;0
WSLNOB;201402;0
WSLNOB;201403;0
WSLNOB;201404;0
WSLNOB;201405;0
WSLNOB;201406;0
WSLNOB;201407;0
WSLNOB;201408;0
WSLNOB;201409;0
