 

stn;time;rre150y0
LAC;1883;1147.5
LAC;1884;1064.5
LAC;1885;1195.0
LAC;1886;1395.0
LAC;1887;1160.0
LAC;1888;1346.5
LAC;1889;1475.5
LAC;1890;1422.5
LAC;1891;1388.5
LAC;1892;1403.0
LAC;1893;1085.5
LAC;1894;1338.5
LAC;1895;1174.0
LAC;1896;1543.0
LAC;1897;1581.5
LAC;1898;1422.5
LAC;1899;1285.5
LAC;1900;1310.0
LAC;1901;1286.5
LAC;1902;1474.1
LAC;1903;1213.3
LAC;1904;1301.0
LAC;1905;1487.4
LAC;1906;1367.8
LAC;1907;1282.4
LAC;1908;1233.3
LAC;1909;1250.3
LAC;1910;1709.5
LAC;1911;894.7
LAC;1912;1386.8
LAC;1913;1365.3
LAC;1914;1477.5
LAC;1915;1348.2
LAC;1916;1466.5
LAC;1917;1283.7
LAC;1918;1309.2
LAC;1919;1378.2
LAC;1920;1185.2
LAC;1921;1004.0
LAC;1922;1703.1
LAC;1923;1326.9
LAC;1924;1367.0
LAC;1925;1204.1
LAC;1926;1323.7
LAC;1927;1596.9
LAC;1928;1354.0
LAC;1929;968.9
LAC;1930;1590.7
LAC;1931;1421.0
LAC;1932;1356.1
LAC;1933;1382.0
LAC;1934;1303.7
LAC;1935;1581.6
LAC;1936;1396.1
LAC;1937;1509.0
LAC;1938;1330.3
LAC;1939;1571.2
LAC;1940;1696.1
LAC;1941;1193.4
LAC;1942;1215.1
LAC;1943;1171.4
LAC;1944;1400.7
LAC;1945;1434.8
LAC;1946;1331.1
LAC;1947;1162.5
LAC;1948;1197.0
LAC;1949;881.3
LAC;1950;1312.8
LAC;1951;1434.8
LAC;1952;1474.9
LAC;1953;1283.9
LAC;1954;1549.2
LAC;1955;1611.4
LAC;1956;1423.5
LAC;1957;1434.3
LAC;1958;1586.9
LAC;1959;1231.7
LAC;1960;1494.1
LAC;1961;1223.4
LAC;1962;1166.2
LAC;1963;1219.4
LAC;1964;1175.0
LAC;1965;1785.6
LAC;1966;1643.4
LAC;1967;1351.5
LAC;1968;1408.4
LAC;1969;1367.1
LAC;1970;1705.0
LAC;1971;1228.7
LAC;1972;1356.8
LAC;1973;1514.7
LAC;1974;1802.7
LAC;1975;1681.1
LAC;1976;1381.9
LAC;1977;1667.4
LAC;1978;1600.5
LAC;1979;1645.9
LAC;1980;1610.7
LAC;1981;1878.4
LAC;1982;1506.9
LAC;1983;1384.6
LAC;1984;1395.0
LAC;1985;1533.5
LAC;1986;1829.4
LAC;1987;1712.1
LAC;1988;1848.4
LAC;1989;1455.6
LAC;1990;1742.1
LAC;1991;1292.7
LAC;1992;1332.4
LAC;1993;1541.0
LAC;1994;1573.8
LAC;1995;1863.1
LAC;1996;1380.4
LAC;1997;1188.4
LAC;1998;1450.6
LAC;1999;1855.1
LAC;2000;1558.4
LAC;2001;1734.9
LAC;2002;1827.8
LAC;2003;1245.8
LAC;2004;1390.3
LAC;2005;1393.0
LAC;2006;1444.1
LAC;2007;1477.7
LAC;2008;1526.4
LAC;2009;1381.9
LAC;2010;1550.2
LAC;2011;1342.7
LAC;2012;1737.3
LAC;2013;1490.2
LAC;2014;1544.3
LAC;2015;1286.9
LAC;2016;1536.7
LAC;2017;1563.5
LAC;2018;1160.4
LAC;2019;1356.4
LAC;2020;1412.4
