 

stn;time;tre200dn
SLFGAD;19981209;-5.4
SLFGAD;19981210;-4.2
SLFGAD;19981211;-6.1
SLFGAD;19981212;-7.1
SLFGAD;19981213;-2.0
SLFGAD;19981214;1.6
SLFGAD;19981215;5.2
SLFGAD;19981216;-1.0
SLFGAD;19981217;2.4
SLFGAD;19981218;2.0
SLFGAD;19981219;-7.5
SLFGAD;19981220;-8.7
SLFGAD;19981221;-14.2
SLFGAD;19981222;-14.1
SLFGAD;19981223;-4.8
SLFGAD;19981224;-8.1
SLFGAD;19981225;-9.5
SLFGAD;19981226;-3.3
SLFGAD;19981227;2.7
SLFGAD;19981228;-3.4
SLFGAD;19981229;-2.6
SLFGAD;19981230;-3.5
SLFGAD;19981231;-3.5
SLFGAD;19990101;-1.6
SLFGAD;19990102;-5.6
SLFGAD;19990103;-6.2
SLFGAD;19990104;-5.0
SLFGAD;19990105;1.9
SLFGAD;19990106;7.3
SLFGAD;19990107;0.0
SLFGAD;19990108;-6.7
SLFGAD;19990109;-10.2
SLFGAD;19990110;-9.9
SLFGAD;19990111;-9.7
SLFGAD;19990112;-12.2
SLFGAD;19990113;-10.2
SLFGAD;19990114;-9.0
SLFGAD;19990115;-8.4
SLFGAD;19990116;1.6
SLFGAD;19990117;-1.4
SLFGAD;19990118;-2.6
SLFGAD;19990119;-0.5
SLFGAD;19990120;1.0
SLFGAD;19990121;-0.9
SLFGAD;19990122;-1.5
SLFGAD;19990123;-1.8
SLFGAD;19990124;-2.3
SLFGAD;19990125;-1.5
SLFGAD;19990126;-8.0
SLFGAD;19990127;-9.5
SLFGAD;19990128;-9.9
SLFGAD;19990129;-15.3
SLFGAD;19990130;-18.0
SLFGAD;19990131;-18.3
SLFGAD;19990201;-12.0
SLFGAD;19990202;-5.6
SLFGAD;19990203;-2.5
SLFGAD;19990204;-0.8
SLFGAD;19990205;-7.0
SLFGAD;19990206;-8.7
SLFGAD;19990207;-13.3
SLFGAD;19990208;-14.9
SLFGAD;19990209;-12.8
SLFGAD;19990210;-16.0
SLFGAD;19990211;-16.6
SLFGAD;19990212;-19.6
SLFGAD;19990213;-20.0
SLFGAD;19990214;-10.8
SLFGAD;19990215;-11.0
SLFGAD;19990216;-6.9
SLFGAD;19990217;-10.4
SLFGAD;19990218;-9.3
SLFGAD;19990219;-3.3
SLFGAD;19990220;-1.0
SLFGAD;19990221;-2.2
SLFGAD;19990222;-11.4
SLFGAD;19990223;-12.3
SLFGAD;19990224;-12.5
SLFGAD;19990225;-6.9
SLFGAD;19990226;-6.3
SLFGAD;19990227;2.2
SLFGAD;19990228;-2.5
SLFGAD;19990301;-3.1
SLFGAD;19990302;-0.2
SLFGAD;19990303;0.6
SLFGAD;19990304;-6.3
SLFGAD;19990305;-8.5
SLFGAD;19990306;-9.4
SLFGAD;19990307;-11.0
SLFGAD;19990308;-10.4
SLFGAD;19990309;-0.6
SLFGAD;19990310;0.5
SLFGAD;19990311;3.1
SLFGAD;19990312;7.1
SLFGAD;19990313;4.3
SLFGAD;19990314;3.7
SLFGAD;19990315;2.0
SLFGAD;19990316;-1.4
