 

stn;time;tnd00xy0
VAD;1971;36
VAD;1972;16
VAD;1973;19
VAD;1974;1
VAD;1975;11
VAD;1976;33
VAD;1977;17
VAD;1978;20
VAD;1979;10
VAD;1980;25
VAD;1981;21
VAD;1982;13
VAD;1983;19
VAD;1984;11
VAD;1985;38
VAD;1986;30
VAD;1987;28
VAD;1988;10
VAD;1989;31
VAD;1990;17
VAD;1991;21
VAD;1992;19
VAD;1993;23
VAD;1994;5
VAD;1995;18
VAD;1996;24
VAD;1997;13
VAD;1998;14
VAD;1999;16
VAD;2000;6
VAD;2001;16
VAD;2002;13
VAD;2003;24
VAD;2004;15
VAD;2005;25
VAD;2006;23
VAD;2007;18
VAD;2008;6
VAD;2009;23
VAD;2010;27
VAD;2011;10
VAD;2012;19
VAD;2013;18
VAD;2014;2
VAD;2015;8
VAD;2016;7
VAD;2017;19
VAD;2018;3
VAD;2019;4
VAD;2020;4
