 

stn;time;rhs150m0
GRC;190101;6.0
GRC;190102;15.7
GRC;190103;46.6
GRC;190104;88.4
GRC;190105;22.2
GRC;190106;47.1
GRC;190107;51.9
GRC;190108;39.5
GRC;190109;86.6
GRC;190110;89.5
GRC;190111;5.6
GRC;190112;53.7
GRC;190201;63.5
GRC;190202;31.0
GRC;190203;57.8
GRC;190204;20.0
GRC;190205;53.7
GRC;190206;34.7
GRC;190207;22.5
GRC;190208;60.6
GRC;190209;74.4
GRC;190210;50.5
GRC;190211;18.8
GRC;190212;34.0
GRC;190301;33.8
GRC;190302;10.1
GRC;190303;38.3
GRC;190304;28.5
GRC;190305;82.2
GRC;190306;51.5
GRC;190307;39.1
GRC;190308;28.5
GRC;190309;23.4
GRC;190310;133.8
GRC;190311;16.9
GRC;190312;32.1
GRC;190401;14.7
GRC;190402;83.5
GRC;190403;103.9
GRC;190404;133.8
GRC;190405;55.0
GRC;190406;33.8
GRC;190407;20.4
GRC;190408;67.7
GRC;190409;53.3
GRC;190410;58.4
GRC;190411;11.3
GRC;190412;14.5
GRC;190501;49.3
GRC;190502;32.2
GRC;190503;66.9
GRC;190504;43.6
GRC;190505;168.3
GRC;190506;71.2
GRC;190507;67.3
GRC;190508;104.7
GRC;190509;62.3
GRC;190510;22.8
GRC;190511;92.9
GRC;190512;0.0
GRC;190601;27.9
GRC;190602;29.0
GRC;190603;32.6
GRC;190604;20.1
GRC;190605;52.5
GRC;190606;11.8
GRC;190607;71.8
GRC;190608;23.1
GRC;190609;19.8
GRC;190610;86.6
GRC;190611;76.9
GRC;190612;33.6
GRC;190701;22.6
GRC;190702;24.6
GRC;190703;36.3
GRC;190704;29.4
GRC;190705;38.3
GRC;190706;69.6
GRC;190707;93.2
GRC;190708;57.8
GRC;190709;51.0
GRC;190710;184.3
GRC;190711;4.3
GRC;190712;54.2
GRC;190801;6.8
GRC;190802;27.9
GRC;190803;20.7
GRC;190804;22.6
GRC;190805;122.8
GRC;190806;56.7
GRC;190807;73.8
GRC;190808;34.2
GRC;190809;67.5
GRC;190810;31.8
GRC;190811;28.2
GRC;190812;19.4
GRC;190901;19.2
GRC;190902;36.5
GRC;190903;30.6
GRC;190904;17.7
GRC;190905;38.1
GRC;190906;84.6
GRC;190907;29.5
GRC;190908;79.4
