 

stn;time;rzz150yx
SGWIL;1994;6.5
SGWIL;1995;9.3
SGWIL;1996;19.4
SGWIL;1997;8.7
SGWIL;1998;7.3
SGWIL;1999;16.0
SGWIL;2000;6.7
SGWIL;2001;5.1
SGWIL;2002;5.0
SGWIL;2003;8.0
SGWIL;2004;12.3
SGWIL;2005;7.9
SGWIL;2006;8.8
SGWIL;2007;13.6
SGWIL;2008;10.4
SGWIL;2009;12.5
SGWIL;2010;11.7
SGWIL;2011;14.5
SGWIL;2012;9.3
SGWIL;2013;18.3
SGWIL;2014;15.7
SGWIL;2015;11.7
SGWIL;2016;10.0
SGWIL;2017;14.8
SGWIL;2018;15.0
SGWIL;2019;9.8
SGWIL;2020;11.2
