 

stn;time;hns000mx
SLF4SM;197011;17
SLF4SM;197012;46
SLF4SM;197101;35
SLF4SM;197102;15
SLF4SM;197103;80
SLF4SM;197104;25
SLF4SM;197105;10
SLF4SM;197106;0
SLF4SM;197107;0
SLF4SM;197108;0
SLF4SM;197109;0
SLF4SM;197110;0
SLF4SM;197111;60
SLF4SM;197112;40
SLF4SM;197201;68
SLF4SM;197202;80
SLF4SM;197203;50
SLF4SM;197204;30
SLF4SM;197205;13
SLF4SM;197206;0
SLF4SM;197207;0
SLF4SM;197208;0
SLF4SM;197209;10
SLF4SM;197210;1
SLF4SM;197211;11
SLF4SM;197212;30
SLF4SM;197301;20
SLF4SM;197302;20
SLF4SM;197303;3
SLF4SM;197304;57
SLF4SM;197305;0
SLF4SM;197306;0
SLF4SM;197307;0
SLF4SM;197308;0
SLF4SM;197309;0
SLF4SM;197310;2
SLF4SM;197311;20
SLF4SM;197312;63
SLF4SM;197401;11
SLF4SM;197402;40
SLF4SM;197403;60
SLF4SM;197404;22
SLF4SM;197405;5
SLF4SM;197406;0
SLF4SM;197407;0
SLF4SM;197408;0
SLF4SM;197409;8
SLF4SM;197410;32
SLF4SM;197411;32
SLF4SM;197412;13
SLF4SM;197501;43
SLF4SM;197502;11
SLF4SM;197503;85
SLF4SM;197504;50
SLF4SM;197505;60
SLF4SM;197506;0
SLF4SM;197507;0
SLF4SM;197508;0
SLF4SM;197509;0
SLF4SM;197510;30
SLF4SM;197511;55
SLF4SM;197512;7
SLF4SM;197601;8
SLF4SM;197602;23
SLF4SM;197603;9
SLF4SM;197604;58
SLF4SM;197605;0
SLF4SM;197606;0
SLF4SM;197607;0
SLF4SM;197608;0
SLF4SM;197609;0
SLF4SM;197610;15
SLF4SM;197611;65
SLF4SM;197612;24
SLF4SM;197701;74
SLF4SM;197702;17
SLF4SM;197703;70
SLF4SM;197704;24
SLF4SM;197705;3
SLF4SM;197706;0
SLF4SM;197707;0
SLF4SM;197708;0
SLF4SM;197709;0
SLF4SM;197710;0
SLF4SM;197711;36
SLF4SM;197712;55
SLF4SM;197801;105
SLF4SM;197802;48
SLF4SM;197803;14
SLF4SM;197804;34
SLF4SM;197805;8
