 

stn;time;fu3010m1
COY;201710;60.8
COY;201711;83.5
COY;201712;108.7
COY;201801;125.3
COY;201802;59.0
COY;201803;55.1
COY;201804;75.2
COY;201805;57.2
COY;201806;59.0
COY;201807;65.9
COY;201808;65.2
COY;201809;80.3
COY;201810;74.2
COY;201811;58.3
COY;201812;118.4
COY;201901;86.8
COY;201902;85.7
COY;201903;92.2
COY;201904;66.6
COY;201905;90.7
COY;201906;63.0
COY;201907;82.8
COY;201908;62.3
COY;201909;72.4
COY;201910;67.0
COY;201911;97.2
COY;201912;89.6
COY;202001;96.8
COY;202002;116.3
COY;202003;87.1
COY;202004;60.8
COY;202005;59.0
COY;202006;69.8
COY;202007;54.7
COY;202008;62.3
COY;202009;65.9
COY;202010;85.0
COY;202011;77.4
COY;202012;90.4
COY;202101;78.8
COY;202102;63.7
COY;202103;78.5
