 

stn;time;rhh150mx
GOE;200707;7.2
GOE;200708;11.3
GOE;200709;5.6
GOE;200710;4.6
GOE;200711;4.1
GOE;200712;5.7
GOE;200801;3.3
GOE;200802;4.3
GOE;200803;5.6
GOE;200804;6.3
GOE;200805;5.2
GOE;200806;12.2
GOE;200807;13.2
GOE;200808;30.7
GOE;200809;7.2
GOE;200810;4.3
GOE;200811;2.5
GOE;200812;4.1
GOE;200901;2.3
GOE;200902;3.5
GOE;200903;4.0
GOE;200904;3.6
GOE;200905;8.6
GOE;200906;7.2
GOE;200907;28.8
GOE;200908;3.2
GOE;200909;8.9
GOE;200910;3.5
GOE;200911;4.4
GOE;200912;4.9
GOE;201001;2.7
GOE;201002;2.4
GOE;201003;3.0
GOE;201004;3.0
GOE;201005;6.6
GOE;201006;17.0
GOE;201007;12.9
GOE;201008;14.4
GOE;201009;4.5
GOE;201010;2.8
GOE;201011;4.4
GOE;201012;4.0
GOE;201101;2.5
GOE;201102;3.2
GOE;201103;1.9
GOE;201104;2.4
GOE;201105;5.2
GOE;201106;9.3
GOE;201107;16.0
GOE;201108;38.8
GOE;201109;14.8
GOE;201110;5.3
GOE;201111;1.8
GOE;201112;4.8
GOE;201201;6.7
GOE;201202;1.0
GOE;201203;1.9
GOE;201204;4.4
GOE;201205;8.2
