 

stn;time;rhh150mx
IYBRU;201305;6.4
IYBRU;201306;15.4
IYBRU;201307;32.4
IYBRU;201308;9.8
IYBRU;201309;18.0
IYBRU;201310;5.6
IYBRU;201311;5.8
IYBRU;201312;4.6
IYBRU;201401;3.3
IYBRU;201402;2.6
IYBRU;201403;4.8
IYBRU;201404;4.6
IYBRU;201405;6.9
IYBRU;201406;8.7
IYBRU;201407;6.4
IYBRU;201408;10.2
IYBRU;201409;4.8
IYBRU;201410;11.2
IYBRU;201411;6.5
IYBRU;201412;4.6
IYBRU;201501;3.9
IYBRU;201502;1.2
IYBRU;201503;1.9
IYBRU;201504;3.6
IYBRU;201505;10.4
IYBRU;201506;7.9
IYBRU;201507;16.2
IYBRU;201508;9.1
IYBRU;201509;7.8
IYBRU;201510;6.0
IYBRU;201511;0.5
IYBRU;201512;0.2
IYBRU;201601;3.8
IYBRU;201602;2.4
IYBRU;201603;5.1
IYBRU;201604;2.1
IYBRU;201605;6.9
IYBRU;201606;8.5
IYBRU;201607;10.0
IYBRU;201608;16.3
IYBRU;201609;7.4
IYBRU;201610;6.2
IYBRU;201611;5.5
IYBRU;201612;0.0
IYBRU;201701;1.3
IYBRU;201702;3.3
IYBRU;201703;1.6
IYBRU;201704;4.3
IYBRU;201705;6.0
IYBRU;201706;8.9
IYBRU;201707;32.3
IYBRU;201708;17.3
IYBRU;201709;8.6
IYBRU;201710;2.5
IYBRU;201711;5.5
IYBRU;201712;2.7
IYBRU;201801;6.9
IYBRU;201802;1.6
IYBRU;201803;3.6
IYBRU;201804;4.6
IYBRU;201805;6.0
IYBRU;201806;6.1
IYBRU;201807;27.5
IYBRU;201808;16.6
IYBRU;201809;3.6
IYBRU;201810;7.4
IYBRU;201811;2.6
IYBRU;201812;4.2
IYBRU;201901;2.8
IYBRU;201902;4.1
