 

stn;time;rhh150yx
NABHAE;1997;10.1
NABHAE;1998;17.0
NABHAE;1999;15.7
NABHAE;2000;10.8
NABHAE;2001;20.4
NABHAE;2002;17.4
NABHAE;2003;15.1
NABHAE;2004;19.0
NABHAE;2005;10.3
NABHAE;2006;18.7
NABHAE;2007;16.7
NABHAE;2008;15.9
NABHAE;2009;21.5
NABHAE;2010;15.3
NABHAE;2011;22.9
NABHAE;2012;15.7
NABHAE;2013;12.2
NABHAE;2014;36.2
NABHAE;2015;15.8
NABHAE;2016;19.4
NABHAE;2017;12.5
NABHAE;2018;22.6
NABHAE;2019;23.6
NABHAE;2020;19.8
