 

stn;time;rre150yx
PAY;1965;60.4
PAY;1966;34.1
PAY;1967;53.2
PAY;1968;46.9
PAY;1969;32.9
PAY;1970;39.8
PAY;1971;43.0
PAY;1972;33.2
PAY;1973;50.8
PAY;1974;43.1
PAY;1975;33.7
PAY;1976;50.1
PAY;1977;47.4
PAY;1978;74.9
PAY;1979;42.3
PAY;1980;67.8
PAY;1981;58.6
PAY;1982;45.4
PAY;1983;48.4
PAY;1984;45.3
PAY;1985;40.6
PAY;1986;42.5
PAY;1987;78.4
PAY;1988;36.0
PAY;1989;24.4
PAY;1990;35.6
PAY;1991;51.9
PAY;1992;45.0
PAY;1993;37.1
PAY;1994;42.8
PAY;1995;67.0
PAY;1996;42.5
PAY;1997;48.0
PAY;1998;43.3
PAY;1999;44.0
PAY;2000;44.1
PAY;2001;38.7
PAY;2002;39.2
PAY;2003;36.7
PAY;2004;34.2
PAY;2005;51.9
PAY;2006;47.3
PAY;2007;64.9
PAY;2008;51.0
PAY;2009;27.2
PAY;2010;27.7
PAY;2011;32.4
PAY;2012;43.9
PAY;2013;40.3
PAY;2014;59.9
PAY;2015;34.8
PAY;2016;43.4
PAY;2017;41.9
PAY;2018;42.3
PAY;2019;38.0
PAY;2020;50.5
