 

stn;time;tre200y0
GWA;1966;6.0
GWA;1967;6.1
GWA;1968;5.8
GWA;1969;5.5
GWA;1970;5.4
GWA;1971;6.3
GWA;1972;5.9
GWA;1973;5.8
GWA;1974;6.0
GWA;1975;6.1
GWA;1976;6.1
GWA;1977;6.3
GWA;1978;5.7
GWA;1979;6.1
GWA;1980;5.2
GWA;1981;6.1
GWA;1982;6.9
GWA;1983;7.0
GWA;1984;6.0
GWA;1985;5.9
GWA;1986;6.4
GWA;1987;6.2
GWA;1988;6.9
GWA;1989;7.4
