 

stn;time;fu3010m1
IYSAR;201010;47.9
IYSAR;201011;30.6
IYSAR;201012;50.0
IYSAR;201101;39.6
IYSAR;201102;47.9
IYSAR;201103;47.5
IYSAR;201104;52.9
IYSAR;201105;46.8
IYSAR;201106;44.6
IYSAR;201107;46.4
IYSAR;201108;45.4
IYSAR;201109;50.0
IYSAR;201110;44.3
IYSAR;201111;33.1
IYSAR;201112;41.8
IYSAR;201201;41.0
IYSAR;201202;51.8
IYSAR;201203;45.7
IYSAR;201204;43.9
IYSAR;201205;51.8
IYSAR;201206;44.3
IYSAR;201207;45.0
IYSAR;201208;52.2
IYSAR;201209;59.4
IYSAR;201210;46.1
IYSAR;201211;37.8
IYSAR;201212;38.9
IYSAR;201301;47.5
IYSAR;201302;44.3
IYSAR;201303;65.2
IYSAR;201304;37.1
IYSAR;201305;50.0
IYSAR;201306;41.0
IYSAR;201307;46.1
IYSAR;201308;49.0
IYSAR;201309;48.2
IYSAR;201310;41.8
IYSAR;201311;51.1
IYSAR;201312;73.1
IYSAR;201401;85.3
IYSAR;201402;32.0
IYSAR;201403;38.2
IYSAR;201404;42.5
IYSAR;201405;49.3
IYSAR;201406;47.5
IYSAR;201407;37.8
IYSAR;201408;37.8
IYSAR;201409;46.1
IYSAR;201410;47.9
IYSAR;201411;29.9
IYSAR;201412;41.0
IYSAR;201501;48.6
IYSAR;201502;45.0
IYSAR;201503;52.6
IYSAR;201504;49.7
IYSAR;201505;45.4
IYSAR;201506;40.7
IYSAR;201507;46.4
IYSAR;201508;48.2
IYSAR;201509;49.3
IYSAR;201510;35.6
IYSAR;201511;44.6
IYSAR;201512;30.2
IYSAR;201601;33.5
IYSAR;201602;47.9
IYSAR;201603;46.1
IYSAR;201604;50.0
IYSAR;201605;61.6
IYSAR;201606;42.1
IYSAR;201607;57.2
IYSAR;201608;37.8
IYSAR;201609;43.9
IYSAR;201610;40.7
IYSAR;201611;36.4
IYSAR;201612;40.7
IYSAR;201701;49.0
IYSAR;201702;38.5
IYSAR;201703;56.2
IYSAR;201704;57.6
IYSAR;201705;47.5
IYSAR;201706;43.9
IYSAR;201707;52.2
IYSAR;201708;43.9
IYSAR;201709;36.0
IYSAR;201710;46.4
IYSAR;201711;45.4
IYSAR;201712;44.6
IYSAR;201801;36.4
IYSAR;201802;38.9
IYSAR;201803;48.6
IYSAR;201804;45.4
IYSAR;201805;43.2
IYSAR;201806;51.1
IYSAR;201807;43.6
IYSAR;201808;48.2
IYSAR;201809;43.6
IYSAR;201810;56.5
IYSAR;201811;36.7
IYSAR;201812;40.3
IYSAR;201901;44.3
IYSAR;201902;44.3
