 

stn;time;hto000y0
GRO;1966;0
GRO;1967;0
GRO;1968;0
GRO;1969;0
GRO;1970;1
GRO;1971;2
GRO;1972;0
GRO;1973;0
GRO;1974;0
GRO;1975;0
GRO;1976;0
GRO;1977;3
GRO;1978;7
GRO;1979;1
GRO;1980;0
GRO;1981;1
GRO;1982;1
GRO;1983;1
GRO;1984;0
GRO;1985;3
GRO;1986;4
GRO;1987;1
GRO;1988;0
GRO;1989;0
GRO;1990;2
GRO;1991;1
GRO;1992;0
GRO;1993;0
GRO;1994;0
GRO;1995;0
GRO;1996;0
GRO;1997;0
GRO;1998;0
GRO;1999;0
GRO;2000;0
GRO;2001;0
GRO;2002;0
GRO;2003;1
GRO;2004;1
GRO;2005;1
GRO;2006;1
GRO;2007;0
GRO;2008;1
GRO;2009;1
GRO;2010;1
GRO;2011;0
GRO;2012;1
