 

stn;time;rhh150mx
BEGAD;200808;11.1
BEGAD;200809;9.0
BEGAD;200810;6.6
BEGAD;200811;4.9
BEGAD;200812;3.3
BEGAD;200901;4.2
BEGAD;200902;4.1
BEGAD;200903;3.4
BEGAD;200904;4.1
BEGAD;200905;4.9
BEGAD;200906;8.2
BEGAD;200907;10.4
BEGAD;200908;8.6
BEGAD;200909;7.4
BEGAD;200910;6.4
BEGAD;200911;5.1
BEGAD;200912;6.0
BEGAD;201001;2.2
BEGAD;201002;2.3
BEGAD;201003;6.4
BEGAD;201004;6.9
BEGAD;201005;5.5
BEGAD;201006;6.3
BEGAD;201007;19.2
BEGAD;201008;20.8
BEGAD;201009;10.2
BEGAD;201010;3.8
BEGAD;201011;5.2
BEGAD;201012;4.6
BEGAD;201101;4.3
BEGAD;201102;2.2
BEGAD;201103;3.1
BEGAD;201104;4.3
BEGAD;201105;4.7
BEGAD;201106;17.9
BEGAD;201107;11.2
BEGAD;201108;17.7
BEGAD;201109;7.5
BEGAD;201110;11.3
BEGAD;201111;0.0
BEGAD;201112;6.4
BEGAD;201201;5.4
BEGAD;201202;1.7
BEGAD;201203;2.6
BEGAD;201204;2.9
BEGAD;201205;6.1
BEGAD;201206;6.5
BEGAD;201207;7.1
BEGAD;201208;13.0
BEGAD;201209;6.1
BEGAD;201210;9.1
BEGAD;201211;4.1
BEGAD;201212;7.7
BEGAD;201301;3.1
BEGAD;201302;3.4
BEGAD;201303;1.6
BEGAD;201304;4.9
BEGAD;201305;8.0
BEGAD;201306;9.8
BEGAD;201307;9.5
BEGAD;201308;10.2
BEGAD;201309;6.5
BEGAD;201310;7.8
BEGAD;201311;5.5
BEGAD;201312;4.1
BEGAD;201401;2.5
BEGAD;201402;3.4
BEGAD;201403;3.0
BEGAD;201404;7.4
BEGAD;201405;4.2
BEGAD;201406;7.4
BEGAD;201407;7.6
BEGAD;201408;6.8
BEGAD;201409;6.5
BEGAD;201410;7.6
BEGAD;201411;10.2
BEGAD;201412;5.3
BEGAD;201501;5.8
BEGAD;201502;2.9
BEGAD;201503;4.9
BEGAD;201504;5.2
BEGAD;201505;7.2
BEGAD;201506;7.3
BEGAD;201507;5.7
BEGAD;201508;7.9
BEGAD;201509;5.7
BEGAD;201510;6.3
BEGAD;201511;7.5
BEGAD;201512;2.6
BEGAD;201601;4.8
BEGAD;201602;4.3
BEGAD;201603;2.5
BEGAD;201604;4.0
BEGAD;201605;7.5
BEGAD;201606;7.5
BEGAD;201607;8.3
BEGAD;201608;12.6
BEGAD;201609;9.7
BEGAD;201610;8.0
BEGAD;201611;4.5
BEGAD;201612;0.4
BEGAD;201701;3.0
BEGAD;201702;3.3
BEGAD;201703;5.3
BEGAD;201704;3.9
BEGAD;201705;14.1
BEGAD;201706;8.8
BEGAD;201707;5.3
BEGAD;201708;10.1
BEGAD;201709;4.4
BEGAD;201710;4.8
BEGAD;201711;4.0
BEGAD;201712;4.9
BEGAD;201801;8.7
BEGAD;201802;4.4
BEGAD;201803;7.6
BEGAD;201804;4.5
BEGAD;201805;4.6
BEGAD;201806;5.9
BEGAD;201807;7.2
BEGAD;201808;31.3
BEGAD;201809;6.7
BEGAD;201810;7.7
BEGAD;201811;1.0
BEGAD;201812;8.0
BEGAD;201901;4.5
BEGAD;201902;2.1
BEGAD;201903;6.3
BEGAD;201904;6.2
BEGAD;201905;4.6
BEGAD;201906;8.5
BEGAD;201907;3.8
BEGAD;201908;9.6
BEGAD;201909;6.2
BEGAD;201910;7.5
BEGAD;201911;6.3
BEGAD;201912;5.7
BEGAD;202001;2.0
BEGAD;202002;8.4
BEGAD;202003;4.6
BEGAD;202004;7.2
BEGAD;202005;5.1
BEGAD;202006;11.5
BEGAD;202007;14.7
BEGAD;202008;9.4
BEGAD;202009;3.4
BEGAD;202010;11.5
BEGAD;202011;2.4
BEGAD;202012;4.0
BEGAD;202101;5.9
BEGAD;202102;3.5
BEGAD;202103;4.5
