 

stn;time;tnd00xy0
DLDRE;1961;21
DLDRE;1962;31
DLDRE;1963;68
DLDRE;1964;35
DLDRE;1965;34
DLDRE;1966;29
DLDRE;1967;17
DLDRE;1968;31
DLDRE;1969;54
DLDRE;1970;40
DLDRE;1971;22
DLDRE;1972;20
DLDRE;1973;13
DLDRE;1974;0
DLDRE;1975;11
DLDRE;1976;27
DLDRE;1977;11
DLDRE;1978;20
DLDRE;1979;24
DLDRE;1980;35
DLDRE;1981;34
DLDRE;1982;19
DLDRE;1983;21
DLDRE;1984;13
DLDRE;1985;49
DLDRE;1986;43
DLDRE;1987;47
DLDRE;1988;8
DLDRE;1989;5
DLDRE;1990;12
DLDRE;1991;19
DLDRE;1992;14
DLDRE;1993;25
DLDRE;1994;8
DLDRE;1995;25
DLDRE;1996;53
DLDRE;1997;20
DLDRE;1998;27
DLDRE;1999;14
DLDRE;2000;9
DLDRE;2001;22
DLDRE;2002;23
DLDRE;2003;27
DLDRE;2004;19
DLDRE;2005;32
DLDRE;2006;33
DLDRE;2007;13
DLDRE;2008;12
DLDRE;2009;33
DLDRE;2010;63
DLDRE;2011;18
DLDRE;2012;27
DLDRE;2013;40
DLDRE;2014;14
DLDRE;2015;4
