 

stn;time;tre200y0
LUZ;1881;8.3
LUZ;1882;8.5
LUZ;1883;8.4
LUZ;1884;8.9
LUZ;1885;8.6
LUZ;1886;8.6
LUZ;1887;7.4
LUZ;1888;7.7
LUZ;1889;7.7
LUZ;1890;7.6
LUZ;1891;7.3
LUZ;1892;8.4
LUZ;1893;8.8
LUZ;1894;8.5
LUZ;1895;8.1
LUZ;1896;7.9
LUZ;1897;8.8
LUZ;1898;9.1
LUZ;1899;9.0
LUZ;1900;9.2
LUZ;1901;8.2
LUZ;1902;8.3
LUZ;1903;8.5
LUZ;1904;9.2
LUZ;1905;8.4
LUZ;1906;8.6
LUZ;1907;8.4
LUZ;1908;8.2
LUZ;1909;8.0
LUZ;1910;8.6
LUZ;1911;9.4
LUZ;1912;8.4
LUZ;1913;8.9
LUZ;1914;8.5
LUZ;1915;8.6
LUZ;1916;8.9
LUZ;1917;8.2
LUZ;1918;8.9
LUZ;1919;8.4
LUZ;1920;9.3
LUZ;1921;9.8
LUZ;1922;8.3
LUZ;1923;9.3
LUZ;1924;8.3
LUZ;1925;8.7
LUZ;1926;9.2
LUZ;1927;9.0
LUZ;1928;9.6
LUZ;1929;8.4
LUZ;1930;9.5
LUZ;1931;8.3
LUZ;1932;8.6
LUZ;1933;8.4
LUZ;1934;9.6
LUZ;1935;9.0
LUZ;1936;9.4
LUZ;1937;9.4
LUZ;1938;9.1
LUZ;1939;8.8
LUZ;1940;8.1
LUZ;1941;8.3
LUZ;1942;8.7
LUZ;1943;10.0
LUZ;1944;9.0
LUZ;1945;9.7
LUZ;1946;9.5
LUZ;1947;10.4
LUZ;1948;9.9
LUZ;1949;10.2
LUZ;1950;9.9
LUZ;1951;9.5
LUZ;1952;9.6
LUZ;1953;9.4
LUZ;1954;8.9
LUZ;1955;9.1
LUZ;1956;7.6
LUZ;1957;8.9
LUZ;1958;9.0
LUZ;1959;9.4
LUZ;1960;8.9
LUZ;1961;9.9
LUZ;1962;8.1
LUZ;1963;7.7
LUZ;1964;9.0
LUZ;1965;8.1
LUZ;1966;9.2
LUZ;1967;9.1
LUZ;1968;8.7
LUZ;1969;8.4
LUZ;1970;8.4
LUZ;1971;9.3
LUZ;1972;8.9
LUZ;1973;9.3
LUZ;1974;10.0
LUZ;1975;9.8
LUZ;1976;9.9
LUZ;1977;9.9
LUZ;1978;8.2
LUZ;1979;8.9
LUZ;1980;8.5
LUZ;1981;9.0
LUZ;1982;9.5
LUZ;1983;9.7
LUZ;1984;8.6
LUZ;1985;8.3
LUZ;1986;8.7
LUZ;1987;8.7
LUZ;1988;9.9
LUZ;1989;9.8
LUZ;1990;9.9
LUZ;1991;9.5
LUZ;1992;10.2
LUZ;1993;9.9
LUZ;1994;11.3
LUZ;1995;10.0
LUZ;1996;8.7
LUZ;1997;9.8
LUZ;1998;9.8
LUZ;1999;9.6
LUZ;2000;10.4
LUZ;2001;9.9
LUZ;2002;10.4
LUZ;2003;10.4
LUZ;2004;9.8
LUZ;2005;9.5
LUZ;2006;10.1
LUZ;2007;10.4
LUZ;2008;9.9
LUZ;2009;10.2
LUZ;2010;9.2
LUZ;2011;10.7
LUZ;2012;10.1
LUZ;2013;9.5
LUZ;2014;10.9
LUZ;2015;10.8
LUZ;2016;10.3
LUZ;2017;10.4
LUZ;2018;11.4
LUZ;2019;10.9
LUZ;2020;11.1
