 

stn;time;rsd300y0
FRF;1879;5
FRF;1880;8
FRF;1881;5
FRF;1882;11
FRF;1883;3
FRF;1884;5
FRF;1885;13
FRF;1886;7
FRF;1887;2
FRF;1888;9
FRF;1889;3
FRF;1890;4
FRF;1891;3
FRF;1892;0
FRF;1893;1
FRF;1894;1
FRF;1895;1
FRF;1896;1
FRF;1897;1
FRF;1898;3
FRF;1899;0
FRF;1900;1
FRF;1901;5
FRF;1902;7
FRF;1903;4
FRF;1904;2
FRF;1905;1
FRF;1906;4
FRF;1907;2
FRF;1908;6
FRF;1909;0
FRF;1910;6
FRF;1911;0
FRF;1912;2
FRF;1913;0
FRF;1914;1
FRF;1915;2
FRF;1916;2
FRF;1917;3
FRF;1918;2
FRF;1919;2
FRF;1920;0
FRF;1921;0
FRF;1922;3
FRF;1923;0
FRF;1924;2
FRF;1925;2
FRF;1926;3
FRF;1927;1
FRF;1928;1
FRF;1929;0
FRF;1930;1
FRF;1931;2
FRF;1932;3
FRF;1933;3
FRF;1934;2
FRF;1935;0
FRF;1936;1
FRF;1937;1
FRF;1938;4
FRF;1939;3
FRF;1940;8
FRF;1941;0
FRF;1942;1
FRF;1943;0
FRF;1944;5
FRF;1945;1
FRF;1946;3
FRF;1947;1
FRF;1948;1
FRF;1949;0
FRF;1950;2
FRF;1951;0
FRF;1952;3
FRF;1953;2
FRF;1954;3
FRF;1955;2
FRF;1956;1
FRF;1957;1
FRF;1958;4
FRF;1959;2
FRF;1960;1
FRF;1961;0
FRF;1962;2
FRF;1963;1
FRF;1964;3
FRF;1965;5
FRF;1966;4
FRF;1967;5
FRF;1968;3
FRF;1969;2
FRF;1970;2
FRF;1971;0
FRF;1972;5
FRF;1973;2
FRF;1974;4
FRF;1975;5
FRF;1976;4
FRF;1977;4
FRF;1978;6
FRF;1979;3
FRF;1980;2
FRF;1981;4
FRF;1982;6
FRF;1983;2
FRF;1984;4
FRF;1985;3
FRF;1986;5
FRF;1987;4
FRF;1988;4
FRF;1989;3
FRF;1990;2
FRF;1991;4
FRF;1992;3
FRF;1993;7
FRF;1994;4
FRF;1995;8
FRF;1996;2
FRF;1997;2
FRF;1998;3
FRF;1999;2
FRF;2000;1
FRF;2001;3
FRF;2002;2
FRF;2003;2
FRF;2004;3
FRF;2005;1
FRF;2006;4
FRF;2007;3
FRF;2008;7
FRF;2009;2
FRF;2010;4
FRF;2011;0
FRF;2012;2
FRF;2013;3
FRF;2014;4
FRF;2015;2
FRF;2016;4
FRF;2017;3
FRF;2018;2
FRF;2019;2
FRF;2020;2
