 

stn;time;fklnd3m0
SAG;201311;0
SAG;201312;0
SAG;201401;0
SAG;201402;0
SAG;201403;0
SAG;201404;0
SAG;201405;0
SAG;201406;0
SAG;201407;0
SAG;201408;0
SAG;201409;0
SAG;201410;0
SAG;201411;0
SAG;201412;0
SAG;201501;0
SAG;201502;-
SAG;201503;0
SAG;201504;0
SAG;201505;0
SAG;201506;0
SAG;201507;0
SAG;201508;0
SAG;201509;0
SAG;201510;0
SAG;201511;0
SAG;201512;0
SAG;201601;0
SAG;201602;0
SAG;201603;0
SAG;201604;0
SAG;201605;0
SAG;201606;0
SAG;201607;0
SAG;201608;0
SAG;201609;0
SAG;201610;0
SAG;201611;0
SAG;201612;0
SAG;201701;0
SAG;201702;0
SAG;201703;0
SAG;201704;0
SAG;201705;0
SAG;201706;0
SAG;201707;0
SAG;201708;0
SAG;201709;0
SAG;201710;0
SAG;201711;0
SAG;201712;0
SAG;201801;1
SAG;201802;0
SAG;201803;0
SAG;201804;0
SAG;201805;0
SAG;201806;0
SAG;201807;0
SAG;201808;0
SAG;201809;0
SAG;201810;0
SAG;201811;0
SAG;201812;0
SAG;201901;0
SAG;201902;0
SAG;201903;0
SAG;201904;0
SAG;201905;0
SAG;201906;0
SAG;201907;0
SAG;201908;0
SAG;201909;0
SAG;201910;0
SAG;201911;0
SAG;201912;0
SAG;202001;0
SAG;202002;1
SAG;202003;0
SAG;202004;0
SAG;202005;0
SAG;202006;0
SAG;202007;0
SAG;202008;0
SAG;202009;0
SAG;202010;0
SAG;202011;0
SAG;202012;0
SAG;202101;0
SAG;202102;0
SAG;202103;0
