 

stn;time;rzz150mx
ESZ;201301;1.0
ESZ;201302;1.1
ESZ;201303;1.0
ESZ;201304;1.3
ESZ;201305;3.4
ESZ;201306;5.3
ESZ;201307;7.6
ESZ;201308;3.3
ESZ;201309;7.6
ESZ;201310;2.9
ESZ;201311;1.1
ESZ;201312;1.3
ESZ;201401;1.0
ESZ;201402;1.6
ESZ;201403;3.8
ESZ;201404;3.1
ESZ;201405;3.0
ESZ;201406;5.5
ESZ;201407;4.5
ESZ;201408;5.1
ESZ;201409;1.9
ESZ;201410;2.6
ESZ;201411;1.1
ESZ;201412;1.4
ESZ;201501;1.6
ESZ;201502;0.9
ESZ;201503;2.0
ESZ;201504;7.6
ESZ;201505;2.9
ESZ;201506;5.7
ESZ;201507;2.1
ESZ;201508;3.9
ESZ;201509;5.7
ESZ;201510;0.9
ESZ;201511;4.0
ESZ;201512;0.5
ESZ;201601;1.2
ESZ;201602;2.8
ESZ;201603;0.6
ESZ;201604;3.1
ESZ;201605;2.4
ESZ;201606;12.1
ESZ;201607;5.1
ESZ;201608;3.9
ESZ;201609;1.3
ESZ;201610;1.5
ESZ;201611;1.5
ESZ;201612;0.3
ESZ;201701;0.6
ESZ;201702;1.4
ESZ;201703;1.2
ESZ;201704;1.4
ESZ;201705;1.8
ESZ;201706;9.0
ESZ;201707;9.6
ESZ;201708;36.1
ESZ;201709;3.3
ESZ;201710;2.4
ESZ;201711;3.9
ESZ;201712;1.3
ESZ;201801;1.4
ESZ;201802;1.2
ESZ;201803;0.7
ESZ;201804;1.1
ESZ;201805;11.5
ESZ;201806;10.8
ESZ;201807;1.5
ESZ;201808;5.4
ESZ;201809;3.9
ESZ;201810;1.6
ESZ;201811;0.3
ESZ;201812;1.9
ESZ;201901;1.0
ESZ;201902;1.1
ESZ;201903;1.1
ESZ;201904;1.4
ESZ;201905;3.3
ESZ;201906;12.0
ESZ;201907;3.5
ESZ;201908;6.9
ESZ;201909;2.1
ESZ;201910;4.0
ESZ;201911;1.4
ESZ;201912;1.1
ESZ;202001;1.9
ESZ;202002;2.5
ESZ;202003;2.0
ESZ;202004;3.5
ESZ;202005;3.5
ESZ;202006;4.3
ESZ;202007;3.8
ESZ;202008;2.9
ESZ;202009;4.5
ESZ;202010;2.1
ESZ;202011;0.6
ESZ;202012;1.0
ESZ;202101;3.5
ESZ;202102;1.2
ESZ;202103;1.4
