 

stn;time;fu3010m1
WSLBAF;201006;58.7
WSLBAF;201007;85.7
WSLBAF;201008;76.7
WSLBAF;201009;63.0
WSLBAF;201010;67.7
WSLBAF;201011;85.7
WSLBAF;201012;63.0
WSLBAF;201101;49.7
WSLBAF;201102;58.7
WSLBAF;201103;49.7
WSLBAF;201104;58.7
WSLBAF;201105;58.7
WSLBAF;201106;85.7
WSLBAF;201107;108.0
WSLBAF;201108;67.7
WSLBAF;201109;63.0
WSLBAF;201110;72.0
WSLBAF;201111;45.0
WSLBAF;201112;108.0
WSLBAF;201201;108.0
WSLBAF;201202;49.7
WSLBAF;201203;67.7
WSLBAF;201204;85.7
WSLBAF;201205;76.7
WSLBAF;201206;72.0
WSLBAF;201207;67.7
WSLBAF;201208;76.7
WSLBAF;201209;58.7
WSLBAF;201210;54.0
WSLBAF;201211;63.0
WSLBAF;201212;90.0
WSLBAF;201301;72.0
WSLBAF;201302;76.7
WSLBAF;201303;54.0
WSLBAF;201304;67.7
WSLBAF;201305;67.7
WSLBAF;201306;58.7
WSLBAF;201307;76.7
WSLBAF;201308;67.7
WSLBAF;201309;90.0
WSLBAF;201310;81.0
WSLBAF;201311;81.0
WSLBAF;201312;63.0
WSLBAF;201401;94.7
WSLBAF;201402;94.7
WSLBAF;201403;54.0
WSLBAF;201404;58.7
WSLBAF;201405;94.7
WSLBAF;201406;63.0
WSLBAF;201407;58.7
WSLBAF;201408;76.7
WSLBAF;201409;49.7
