 

stn;time;tnd00xy0
GLA;1960;16
GLA;1961;16
GLA;1962;29
GLA;1963;50
GLA;1964;30
GLA;1965;20
GLA;1966;19
GLA;1967;26
GLA;1968;25
GLA;1969;39
GLA;1970;27
GLA;1971;35
GLA;1972;16
GLA;1973;21
GLA;1974;2
GLA;1975;10
GLA;1976;25
GLA;1977;12
GLA;1978;22
GLA;1979;12
GLA;1980;24
GLA;1981;38
GLA;1982;15
GLA;1983;22
GLA;1984;14
GLA;1985;43
GLA;1986;31
GLA;1987;40
GLA;1988;13
GLA;1989;24
GLA;1990;22
GLA;1991;33
GLA;1992;19
GLA;1993;22
GLA;1994;10
GLA;1995;21
GLA;1996;22
GLA;1997;14
GLA;1998;28
GLA;1999;23
GLA;2000;7
GLA;2001;16
GLA;2002;16
GLA;2003;30
GLA;2004;17
GLA;2005;45
GLA;2006;35
GLA;2007;21
GLA;2008;7
GLA;2009;26
GLA;2010;44
GLA;2011;15
GLA;2012;22
GLA;2013;29
GLA;2014;2
GLA;2015;8
GLA;2016;5
GLA;2017;20
GLA;2018;11
GLA;2019;8
GLA;2020;4
