 

stn;time;rs1000y0
MSO;1908;0
MSO;1909;0
MSO;1910;0
MSO;1911;0
MSO;1912;0
MSO;1913;0
MSO;1914;0
MSO;1915;0
MSO;1916;0
MSO;1917;0
MSO;1918;0
MSO;1919;0
MSO;1920;0
MSO;1921;0
MSO;1922;0
MSO;1923;0
MSO;1924;0
MSO;1925;0
MSO;1926;0
MSO;1927;0
MSO;1928;0
MSO;1929;1
MSO;1930;0
MSO;1931;0
MSO;1932;0
MSO;1933;0
MSO;1934;0
MSO;1935;0
MSO;1936;0
MSO;1937;0
MSO;1938;0
MSO;1939;0
MSO;1940;0
MSO;1941;0
MSO;1942;0
MSO;1943;0
MSO;1944;0
MSO;1945;0
MSO;1946;0
MSO;1947;0
MSO;1948;0
MSO;1949;0
MSO;1950;0
MSO;1951;0
MSO;1952;0
MSO;1953;0
MSO;1954;0
MSO;1955;0
MSO;1956;0
MSO;1957;0
MSO;1958;0
MSO;1959;0
MSO;1960;0
MSO;1961;0
MSO;1962;0
MSO;1963;0
MSO;1964;0
MSO;1965;0
MSO;1966;0
MSO;1967;0
MSO;1968;0
MSO;1969;0
MSO;1970;0
MSO;1971;0
MSO;1972;0
MSO;1973;0
MSO;1974;0
MSO;1975;0
MSO;1976;0
MSO;1977;0
MSO;1978;0
MSO;1979;0
MSO;1980;0
MSO;1981;0
MSO;1982;0
MSO;1983;0
MSO;1984;0
MSO;1985;0
MSO;1986;0
MSO;1987;0
MSO;1988;0
MSO;1989;0
MSO;1990;0
MSO;1991;0
MSO;1992;0
MSO;1993;0
