 

stn;time;hns000y0
ALT;1959;34
ALT;1960;56
ALT;1961;26
ALT;1962;82
ALT;1963;91
ALT;1964;81
ALT;1965;111
ALT;1966;74
ALT;1967;61
ALT;1968;185
ALT;1969;92
ALT;1970;124
ALT;1971;59
ALT;1972;13
ALT;1973;81
ALT;1974;38
ALT;1975;63
ALT;1976;62
ALT;1977;49
ALT;1978;64
ALT;1979;57
ALT;1980;118
ALT;1981;152
ALT;1982;62
ALT;1983;54
ALT;1984;67
ALT;1985;159
ALT;1986;149
ALT;1987;97
ALT;1988;79
ALT;1989;0
ALT;1990;96
ALT;1991;18
ALT;1992;18
ALT;1993;31
ALT;1994;12
ALT;1995;108
ALT;1996;39
ALT;1997;6
ALT;1998;41
ALT;1999;163
ALT;2000;18
ALT;2001;49
ALT;2002;2
ALT;2003;64
ALT;2004;37
ALT;2005;108
ALT;2006;26
ALT;2007;17
ALT;2008;38
ALT;2009;56
ALT;2010;90
ALT;2011;19
ALT;2012;83
ALT;2013;48
ALT;2014;25
ALT;2015;42
ALT;2016;18
ALT;2017;48
ALT;2018;35
ALT;2019;66
ALT;2020;13
