 

stn;time;rzz150mx
ENG;201201;1.5
ENG;201202;0.3
ENG;201203;0.9
ENG;201204;1.3
ENG;201205;12.3
ENG;201206;8.7
ENG;201207;6.2
ENG;201208;5.0
ENG;201209;3.0
ENG;201210;2.6
ENG;201211;1.0
ENG;201212;0.9
ENG;201301;0.8
ENG;201302;1.0
ENG;201303;0.5
ENG;201304;1.2
ENG;201305;2.0
ENG;201306;2.4
ENG;201307;14.1
ENG;201308;13.3
ENG;201309;1.7
ENG;201310;2.0
ENG;201311;1.7
ENG;201312;0.7
ENG;201401;0.7
ENG;201402;1.3
ENG;201403;0.8
ENG;201404;3.0
ENG;201405;1.6
ENG;201406;8.4
ENG;201407;8.4
ENG;201408;4.1
ENG;201409;2.1
ENG;201410;2.9
ENG;201411;1.1
ENG;201412;0.6
ENG;201501;1.3
ENG;201502;0.5
ENG;201503;1.2
ENG;201504;1.9
ENG;201505;3.1
ENG;201506;8.1
ENG;201507;14.1
ENG;201508;16.6
ENG;201509;2.4
ENG;201510;1.4
ENG;201511;1.4
ENG;201512;0.4
ENG;201601;1.1
ENG;201602;1.2
ENG;201603;1.2
ENG;201604;1.6
ENG;201605;9.5
ENG;201606;8.4
ENG;201607;9.6
ENG;201608;5.9
ENG;201609;1.4
ENG;201610;1.7
ENG;201611;0.9
ENG;201612;0.2
ENG;201701;0.8
ENG;201702;0.7
ENG;201703;1.7
ENG;201704;1.4
ENG;201705;5.3
ENG;201706;7.3
ENG;201707;18.1
ENG;201708;25.0
ENG;201709;2.3
ENG;201710;3.8
ENG;201711;1.1
ENG;201712;1.2
ENG;201801;2.0
ENG;201802;0.8
ENG;201803;1.5
ENG;201804;1.1
ENG;201805;3.7
ENG;201806;4.0
ENG;201807;4.7
ENG;201808;5.8
ENG;201809;2.6
ENG;201810;2.0
ENG;201811;0.2
ENG;201812;2.4
ENG;201901;1.1
ENG;201902;1.3
ENG;201903;1.0
ENG;201904;1.7
ENG;201905;1.8
ENG;201906;11.1
ENG;201907;11.0
ENG;201908;9.0
ENG;201909;2.8
ENG;201910;3.6
ENG;201911;1.5
ENG;201912;2.0
ENG;202001;0.8
ENG;202002;2.4
ENG;202003;1.0
ENG;202004;2.3
ENG;202005;3.7
ENG;202006;4.5
ENG;202007;8.0
ENG;202008;15.7
ENG;202009;2.5
ENG;202010;3.4
ENG;202011;0.7
ENG;202012;1.0
ENG;202101;1.6
ENG;202102;1.1
ENG;202103;1.4
