 

stn;time;hns000mx
BOZ;201111;0
BOZ;201112;4
BOZ;201201;2
BOZ;201202;1
BOZ;201203;0
BOZ;201204;0
BOZ;201205;0
BOZ;201206;0
BOZ;201207;0
BOZ;201208;0
BOZ;201209;0
BOZ;201210;0
BOZ;201211;0
BOZ;201212;17
BOZ;201301;5
BOZ;201302;8
BOZ;201303;0
BOZ;201304;0
BOZ;201305;0
BOZ;201306;0
BOZ;201307;0
BOZ;201308;0
BOZ;201309;0
BOZ;201310;0
BOZ;201311;1
BOZ;201312;0
BOZ;201401;0
BOZ;201402;0
BOZ;201403;0
BOZ;201404;0
BOZ;201405;0
BOZ;201406;0
BOZ;201407;0
BOZ;201408;0
BOZ;201409;0
BOZ;201410;0
BOZ;201411;0
BOZ;201412;0
BOZ;201501;6
BOZ;201502;2
BOZ;201503;0
BOZ;201504;0
BOZ;201505;0
BOZ;201506;0
BOZ;201507;0
