 

stn;time;rre150yx
FRA;2001;42.4
FRA;2002;44.8
FRA;2003;36.8
FRA;2004;30.7
FRA;2005;46.5
FRA;2006;55.9
FRA;2007;77.0
FRA;2008;39.7
FRA;2009;61.5
FRA;2010;41.8
FRA;2011;26.8
FRA;2012;41.6
FRA;2013;40.8
FRA;2014;44.4
FRA;2015;45.4
FRA;2016;43.1
FRA;2017;35.3
FRA;2018;45.3
FRA;2019;49.9
FRA;2020;39.6
