 

stn;time;rre150yx
HAU;1976;79.4
HAU;1977;38.7
HAU;1978;86.1
HAU;1979;49.8
HAU;1980;36.9
HAU;1981;64.1
HAU;1982;50.1
HAU;1983;53.9
HAU;1984;91.4
HAU;1985;64.8
HAU;1986;54.4
HAU;1987;49.8
HAU;1988;72.7
HAU;1989;43.8
HAU;1990;38.8
HAU;1991;70.5
HAU;1992;62.5
HAU;1993;68.8
HAU;1994;98.1
HAU;1995;70.3
HAU;1996;43.5
HAU;1997;55.9
HAU;1998;39.8
HAU;1999;65.7
HAU;2000;80.4
HAU;2001;48.8
HAU;2002;68.8
HAU;2003;48.5
HAU;2004;67.5
HAU;2005;61.1
HAU;2006;69.8
HAU;2007;77.7
HAU;2008;61.5
HAU;2009;63.1
HAU;2010;82.9
HAU;2011;55.9
HAU;2012;83.6
HAU;2013;81.2
HAU;2014;49.4
HAU;2015;53.9
HAU;2016;57.0
HAU;2017;52.8
HAU;2018;53.4
HAU;2019;75.8
HAU;2020;53.5
