 

stn;time;rre150y0
MUR;1864;838.7
MUR;1865;829.0
MUR;1866;1159.6
MUR;1867;1349.9
MUR;1868;947.7
MUR;1869;905.2
MUR;1870;819.2
MUR;1871;841.4
MUR;1872;1217.6
MUR;1873;1078.1
MUR;1874;884.2
MUR;1875;949.8
MUR;1876;1380.1
MUR;1877;1273.2
MUR;1878;1291.2
MUR;1879;1157.9
MUR;1880;1032.6
MUR;1881;1061.4
MUR;1882;1390.6
MUR;1883;1189.3
MUR;1884;859.1
MUR;1885;1052.0
MUR;1886;1223.2
MUR;1887;933.9
MUR;1888;1560.6
MUR;1889;1026.8
MUR;1890;877.3
MUR;1891;1092.0
MUR;1892;1049.0
MUR;1893;740.7
MUR;1894;929.2
MUR;1895;905.2
MUR;1896;1114.6
MUR;1897;1048.9
MUR;1898;1018.3
MUR;1899;906.9
MUR;1900;952.2
MUR;1901;1059.8
MUR;1902;1111.0
MUR;1903;997.2
MUR;1904;1024.6
MUR;1905;1258.0
MUR;1906;1035.3
MUR;1907;932.2
MUR;1908;986.5
MUR;1909;994.7
MUR;1910;1506.3
MUR;1911;772.1
MUR;1912;1127.4
MUR;1913;992.3
MUR;1914;1199.4
MUR;1915;1042.7
MUR;1916;1209.3
MUR;1917;1168.4
MUR;1918;1139.8
MUR;1919;1093.2
MUR;1920;757.8
MUR;1921;829.2
MUR;1922;1418.9
MUR;1923;1177.3
MUR;1924;1135.5
MUR;1925;1017.0
MUR;1926;1154.1
MUR;1927;1355.1
MUR;1928;1052.1
MUR;1929;1088.0
MUR;1930;1462.6
MUR;1931;1351.5
MUR;1932;1158.2
MUR;1933;1062.3
MUR;1934;933.4
MUR;1935;1255.1
MUR;1936;1333.6
MUR;1937;1062.7
MUR;1938;1041.3
MUR;1939;1364.1
MUR;1940;1355.5
MUR;1941;1000.7
MUR;1942;1013.2
MUR;1943;904.8
MUR;1944;1263.4
MUR;1945;1112.4
MUR;1946;1153.2
MUR;1947;836.9
MUR;1948;1134.5
MUR;1949;735.3
MUR;1950;1063.4
MUR;1951;1228.5
MUR;1952;1121.6
MUR;1953;743.0
MUR;1954;1099.2
MUR;1955;1029.7
MUR;1956;931.6
MUR;1957;932.5
MUR;1958;1208.9
MUR;1959;814.6
MUR;1960;1117.5
MUR;1961;957.8
MUR;1962;997.6
MUR;1963;1115.3
MUR;1964;989.3
MUR;1965;1705.7
MUR;1966;1416.9
MUR;1967;1161.8
MUR;1968;1382.6
MUR;1969;1111.8
MUR;1970;1486.7
MUR;1971;1060.9
MUR;1972;1156.2
MUR;1973;1140.3
MUR;1974;1359.0
MUR;1975;1336.3
MUR;1976;941.5
MUR;1977;1352.3
MUR;1978;1242.4
MUR;1979;1295.4
MUR;1980;1121.7
MUR;1981;1371.5
MUR;1982;1248.3
MUR;1983;1044.2
MUR;1984;993.6
MUR;1985;940.7
MUR;1986;1220.0
MUR;1987;1258.2
MUR;1988;1189.5
MUR;1989;924.5
MUR;1990;1182.4
MUR;1991;1029.4
MUR;1992;1205.3
MUR;1993;1032.9
MUR;1994;1173.8
MUR;1995;1330.1
MUR;1996;988.6
MUR;1997;871.3
MUR;1998;1041.9
MUR;1999;1385.2
MUR;2000;1086.5
MUR;2001;1457.6
MUR;2002;1177.9
MUR;2003;759.8
MUR;2004;1048.1
MUR;2005;1173.2
MUR;2006;1213.5
MUR;2007;1346.1
MUR;2008;1212.3
MUR;2009;1117.6
MUR;2010;1145.2
MUR;2011;999.2
MUR;2012;1428.7
MUR;2013;1188.3
MUR;2014;1056.0
MUR;2015;917.2
MUR;2016;1195.9
MUR;2017;1100.5
MUR;2018;805.5
MUR;2019;1018.0
MUR;2020;977.0
