 

stn;time;rzz150mx
MOB;201702;1.1
MOB;201703;1.0
MOB;201704;0.5
MOB;201705;2.7
MOB;201706;1.8
MOB;201707;8.7
MOB;201708;7.0
MOB;201709;0.6
MOB;201710;1.1
MOB;201711;1.7
MOB;201712;1.5
MOB;201801;1.8
MOB;201802;0.9
MOB;201803;1.0
MOB;201804;1.4
MOB;201805;4.3
MOB;201806;1.5
MOB;201807;9.3
MOB;201808;2.6
MOB;201809;1.2
MOB;201810;1.8
MOB;201811;0.6
MOB;201812;1.4
MOB;201901;0.9
MOB;201902;1.3
MOB;201903;0.9
MOB;201904;1.1
MOB;201905;1.1
MOB;201906;3.4
MOB;201907;2.2
MOB;201908;5.7
MOB;201909;1.2
MOB;201910;1.5
MOB;201911;1.0
MOB;201912;1.3
MOB;202001;1.1
MOB;202002;1.6
MOB;202003;0.9
MOB;202004;1.0
MOB;202005;1.7
MOB;202006;1.4
MOB;202007;2.5
MOB;202008;2.8
MOB;202009;1.6
MOB;202010;1.2
MOB;202011;0.5
MOB;202012;0.9
MOB;202101;0.7
MOB;202102;0.6
MOB;202103;1.1
