 

stn;time;fu3010m1
ANT;201312;90.7
ANT;201401;78.1
ANT;201402;83.5
ANT;201403;81.4
ANT;201404;74.5
ANT;201405;70.9
ANT;201406;59.8
ANT;201407;68.0
ANT;201408;59.8
ANT;201409;63.7
ANT;201410;90.0
ANT;201411;79.6
ANT;201412;70.2
ANT;201501;84.6
ANT;201502;72.4
ANT;201503;78.8
ANT;201504;68.4
ANT;201505;65.2
ANT;201506;59.8
ANT;201507;81.0
ANT;201508;66.6
ANT;201509;75.2
ANT;201510;55.8
ANT;201511;66.2
ANT;201512;69.8
ANT;201601;77.8
ANT;201602;77.4
ANT;201603;80.3
ANT;201604;77.8
ANT;201605;64.4
ANT;201606;56.2
ANT;201607;69.1
ANT;201608;61.2
ANT;201609;65.2
ANT;201610;72.7
ANT;201611;82.4
ANT;201612;78.1
ANT;201701;88.6
ANT;201702;74.2
ANT;201703;90.7
ANT;201704;66.2
ANT;201705;72.4
ANT;201706;62.3
ANT;201707;65.2
ANT;201708;63.4
ANT;201709;65.9
ANT;201710;69.5
ANT;201711;85.3
ANT;201712;92.2
ANT;201801;110.2
ANT;201802;74.9
ANT;201803;77.0
ANT;201804;94.0
ANT;201805;55.1
ANT;201806;61.6
ANT;201807;67.3
ANT;201808;59.0
ANT;201809;92.9
ANT;201810;112.0
ANT;201811;77.8
ANT;201812;97.2
ANT;201901;84.6
ANT;201902;85.0
ANT;201903;97.2
ANT;201904;78.1
ANT;201905;68.8
ANT;201906;74.2
ANT;201907;64.1
ANT;201908;61.2
ANT;201909;64.4
ANT;201910;81.0
ANT;201911;76.3
ANT;201912;90.7
ANT;202001;94.0
ANT;202002;105.1
ANT;202003;70.6
ANT;202004;65.9
ANT;202005;67.7
ANT;202006;58.0
ANT;202007;72.0
ANT;202008;59.4
ANT;202009;66.2
ANT;202010;86.4
ANT;202011;68.4
ANT;202012;87.8
ANT;202101;77.8
ANT;202102;85.0
ANT;202103;78.1
