 

stn;time;tre200y0
DLSIG;1978;6.6
DLSIG;1979;7.2
DLSIG;1980;6.5
DLSIG;1981;7.0
DLSIG;1982;7.5
DLSIG;1983;7.8
DLSIG;1984;6.7
DLSIG;1985;6.6
DLSIG;1986;6.9
DLSIG;1987;6.8
DLSIG;1988;7.8
DLSIG;1989;7.9
DLSIG;1990;8.0
DLSIG;1991;7.1
DLSIG;1992;8.1
DLSIG;1993;7.6
DLSIG;1994;9.0
DLSIG;1995;7.9
DLSIG;1996;6.5
DLSIG;1997;7.9
DLSIG;1998;7.8
DLSIG;1999;8.0
DLSIG;2000;8.8
DLSIG;2001;8.2
DLSIG;2002;8.6
DLSIG;2003;8.1
DLSIG;2004;7.6
DLSIG;2005;7.4
DLSIG;2006;7.9
DLSIG;2007;8.6
DLSIG;2008;8.0
DLSIG;2009;7.9
DLSIG;2010;7.0
DLSIG;2011;8.5
DLSIG;2012;8.1
DLSIG;2013;7.7
DLSIG;2014;9.1
DLSIG;2015;8.7
DLSIG;2016;8.3
DLSIG;2017;8.3
DLSIG;2018;9.2
DLSIG;2019;8.7
DLSIG;2020;9.0
