 

stn;time;rzz150mx
IYVAL;200601;0.2
IYVAL;200602;0.8
IYVAL;200603;0.8
IYVAL;200604;0.8
IYVAL;200605;3.4
IYVAL;200606;3.0
IYVAL;200607;1.4
IYVAL;200608;3.8
IYVAL;200609;1.2
IYVAL;200610;2.8
IYVAL;200611;1.0
IYVAL;200612;0.4
IYVAL;200701;0.8
IYVAL;200702;0.6
IYVAL;200703;0.8
IYVAL;200704;0.4
IYVAL;200705;2.0
IYVAL;200706;3.8
IYVAL;200707;2.6
IYVAL;200708;6.0
IYVAL;200709;2.6
IYVAL;200710;2.2
IYVAL;200711;0.8
IYVAL;200712;0.6
IYVAL;200801;0.4
IYVAL;200802;0.2
IYVAL;200803;0.8
IYVAL;200804;1.6
IYVAL;200805;1.6
IYVAL;200806;4.0
IYVAL;200807;5.2
IYVAL;200808;3.6
IYVAL;200809;3.2
IYVAL;200810;1.0
IYVAL;200811;1.2
IYVAL;200812;0.6
IYVAL;200901;0.6
IYVAL;200902;0.2
IYVAL;200903;0.4
IYVAL;200904;1.0
IYVAL;200905;1.0
IYVAL;200906;3.0
IYVAL;200907;5.2
IYVAL;200908;8.5
IYVAL;200909;1.2
IYVAL;200910;1.1
IYVAL;200911;1.0
IYVAL;200912;1.6
IYVAL;201001;0.4
IYVAL;201002;0.3
IYVAL;201003;2.0
IYVAL;201004;0.7
IYVAL;201005;2.0
IYVAL;201006;2.5
IYVAL;201007;8.7
IYVAL;201008;4.8
IYVAL;201009;1.8
IYVAL;201010;0.5
IYVAL;201011;1.2
IYVAL;201012;0.4
IYVAL;201101;0.3
IYVAL;201102;0.2
IYVAL;201103;0.3
IYVAL;201104;0.2
IYVAL;201105;1.9
IYVAL;201106;2.2
IYVAL;201107;3.1
IYVAL;201108;5.8
IYVAL;201109;6.3
IYVAL;201110;1.0
IYVAL;201111;0.1
IYVAL;201112;0.6
IYVAL;201201;0.7
IYVAL;201202;0.2
IYVAL;201203;0.3
IYVAL;201204;0.6
IYVAL;201205;0.8
IYVAL;201206;4.6
IYVAL;201207;4.0
IYVAL;201208;6.8
IYVAL;201209;1.7
IYVAL;201210;0.9
IYVAL;201211;1.5
IYVAL;201212;1.0
IYVAL;201301;0.3
IYVAL;201302;0.7
IYVAL;201303;0.4
IYVAL;201304;1.1
IYVAL;201305;3.0
IYVAL;201306;1.8
IYVAL;201307;9.4
IYVAL;201308;4.9
IYVAL;201309;3.4
IYVAL;201310;5.5
IYVAL;201311;1.0
IYVAL;201312;0.6
IYVAL;201401;0.5
IYVAL;201402;0.5
IYVAL;201403;1.3
IYVAL;201404;0.6
IYVAL;201405;1.4
IYVAL;201406;2.6
IYVAL;201407;3.9
IYVAL;201408;2.9
IYVAL;201409;0.8
IYVAL;201410;1.2
IYVAL;201411;1.1
IYVAL;201412;0.7
