 

stn;time;rre150y0
WEF;1901;991.1
WEF;1902;1070.7
WEF;1903;922.0
WEF;1904;880.1
WEF;1905;1053.4
WEF;1906;819.4
WEF;1907;777.7
WEF;1908;866.8
WEF;1909;971.2
WEF;1910;1323.8
WEF;1911;674.8
WEF;1912;1024.4
WEF;1913;855.8
WEF;1914;931.6
WEF;1915;950.2
WEF;1916;1021.0
WEF;1917;858.3
WEF;1918;864.0
WEF;1919;946.8
WEF;1920;713.8
WEF;1921;646.5
WEF;1922;1349.8
WEF;1923;783.5
WEF;1924;886.3
WEF;1925;774.9
WEF;1926;829.4
WEF;1927;953.8
WEF;1928;759.0
WEF;1929;815.3
WEF;1930;1090.7
WEF;1931;1047.5
WEF;1932;824.5
WEF;1933;974.6
WEF;1934;822.6
WEF;1935;1164.2
WEF;1936;1018.0
WEF;1937;939.9
WEF;1938;970.3
WEF;1939;1192.3
WEF;1940;1297.5
WEF;1941;962.8
WEF;1942;816.8
WEF;1943;680.4
WEF;1944;1006.2
WEF;1945;959.1
WEF;1946;932.1
WEF;1947;815.6
WEF;1948;810.3
WEF;1949;633.4
WEF;1950;1039.5
WEF;1951;936.9
WEF;1952;1023.6
WEF;1953;756.7
WEF;1954;933.5
WEF;1955;995.6
WEF;1956;970.0
WEF;1957;859.4
WEF;1958;1056.8
WEF;1959;855.9
WEF;1960;994.4
WEF;1961;920.6
WEF;1962;783.9
WEF;1963;861.9
WEF;1964;906.8
WEF;1965;1213.7
WEF;1966;1153.5
WEF;1967;918.0
WEF;1968;918.2
WEF;1969;910.3
WEF;1970;1189.4
WEF;1971;819.6
WEF;1972;901.4
WEF;1973;879.9
WEF;1974;1063.0
WEF;1975;930.6
WEF;1976;878.5
WEF;1977;1059.1
WEF;1978;1084.5
WEF;1979;1136.5
WEF;1980;1007.1
WEF;1981;1157.0
WEF;1982;1088.4
WEF;1983;879.0
WEF;1984;939.4
WEF;1985;812.1
WEF;1986;1024.4
WEF;1987;943.5
WEF;1988;1084.2
WEF;1989;837.2
WEF;1990;913.6
WEF;1991;802.1
WEF;1992;836.9
WEF;1993;1007.2
WEF;1994;1122.5
WEF;1995;1167.1
WEF;1996;928.4
WEF;1997;832.3
WEF;1998;952.6
WEF;1999;1250.9
WEF;2000;998.8
WEF;2001;1197.6
WEF;2002;1162.3
WEF;2003;772.6
WEF;2004;1001.7
WEF;2005;911.5
WEF;2006;1052.2
WEF;2007;1068.6
WEF;2008;889.0
WEF;2009;981.5
WEF;2010;1023.9
WEF;2011;881.2
WEF;2012;1102.3
WEF;2013;1009.5
WEF;2014;956.3
WEF;2015;900.4
WEF;2016;1082.0
WEF;2017;1033.1
WEF;2018;764.3
WEF;2019;1031.1
WEF;2020;920.7
