 

stn;time;brefard0
BUE;20050601;0
BUE;20050602;0
BUE;20050603;96
BUE;20050604;0
BUE;20050605;0
BUE;20050606;1
BUE;20050607;0
BUE;20050608;0
BUE;20050609;0
BUE;20050610;0
BUE;20050611;0
BUE;20050612;3
BUE;20050613;180
BUE;20050614;46
BUE;20050615;0
BUE;20050616;0
BUE;20050617;0
BUE;20050618;0
BUE;20050619;0
BUE;20050620;0
BUE;20050621;0
BUE;20050622;1
BUE;20050623;1
BUE;20050624;308
BUE;20050625;63
BUE;20050626;30
BUE;20050627;31
BUE;20050628;3
BUE;20050629;98
BUE;20050630;0
BUE;20050701;0
BUE;20050702;0
BUE;20050703;0
BUE;20050704;89
BUE;20050705;94
BUE;20050706;0
BUE;20050707;0
BUE;20050708;0
BUE;20050709;1
BUE;20050710;25
BUE;20050711;25
BUE;20050712;1
BUE;20050713;0
BUE;20050714;0
BUE;20050715;0
BUE;20050716;359
BUE;20050717;0
BUE;20050718;566
BUE;20050719;68
BUE;20050720;0
BUE;20050721;0
BUE;20050722;0
BUE;20050723;0
BUE;20050724;6
BUE;20050725;227
BUE;20050726;0
BUE;20050727;0
BUE;20050728;242
BUE;20050729;379
BUE;20050730;1
BUE;20050731;0
BUE;20050801;3
BUE;20050802;0
BUE;20050803;0
BUE;20050804;0
BUE;20050805;0
BUE;20050806;0
BUE;20050807;33
BUE;20050808;0
BUE;20050809;0
BUE;20050810;0
BUE;20050811;0
BUE;20050812;0
BUE;20050813;0
BUE;20050814;36
BUE;20050815;0
BUE;20050816;0
BUE;20050817;0
BUE;20050818;3
BUE;20050819;52
BUE;20050820;6
BUE;20050821;0
BUE;20050822;0
BUE;20050823;0
BUE;20050824;0
BUE;20050825;0
BUE;20050826;0
BUE;20050827;0
BUE;20050828;0
BUE;20050829;0
BUE;20050830;0
BUE;20050831;0
BUE;20050901;79
BUE;20050902;131
BUE;20050903;0
BUE;20050904;0
BUE;20050905;8
BUE;20050906;1
BUE;20050907;0
BUE;20050908;0
BUE;20050909;69
BUE;20050910;17
BUE;20050911;0
BUE;20050912;2
BUE;20050913;0
BUE;20050914;0
BUE;20050915;0
BUE;20050916;0
BUE;20050917;0
BUE;20050918;0
BUE;20050919;0
BUE;20050920;0
BUE;20050921;0
BUE;20050922;0
BUE;20050923;0
BUE;20050924;0
BUE;20050925;1
BUE;20050926;0
BUE;20050927;0
BUE;20050928;0
BUE;20050929;0
BUE;20050930;0
BUE;20051001;0
BUE;20051002;0
BUE;20051003;0
BUE;20051004;0
BUE;20051005;0
BUE;20051006;0
BUE;20051007;0
BUE;20051008;0
BUE;20051009;0
BUE;20051010;0
BUE;20051011;0
BUE;20051012;0
BUE;20051013;0
BUE;20051014;0
BUE;20051015;0
BUE;20051016;0
BUE;20051017;0
BUE;20051018;0
BUE;20051019;0
BUE;20051020;0
BUE;20051021;0
BUE;20051022;21
BUE;20051023;0
BUE;20051024;0
BUE;20051025;0
BUE;20051026;0
BUE;20051027;0
BUE;20051028;0
BUE;20051029;0
BUE;20051030;0
BUE;20051031;0
BUE;20051101;0
BUE;20051102;0
BUE;20051103;0
BUE;20051104;0
BUE;20051105;0
BUE;20051106;0
BUE;20051107;0
BUE;20051108;0
BUE;20051109;0
BUE;20051110;0
BUE;20051111;0
BUE;20051112;0
BUE;20051113;0
BUE;20051114;0
BUE;20051115;0
BUE;20051116;0
BUE;20051117;0
BUE;20051118;0
BUE;20051119;0
BUE;20051120;0
BUE;20051121;0
BUE;20051122;0
BUE;20051123;0
BUE;20051124;0
BUE;20051125;0
BUE;20051126;0
BUE;20051127;0
BUE;20051128;0
BUE;20051129;0
BUE;20051130;0
BUE;20051201;0
BUE;20051202;1
BUE;20051203;0
BUE;20051204;0
BUE;20051205;0
BUE;20051206;0
BUE;20051207;0
BUE;20051208;0
BUE;20051209;0
BUE;20051210;0
BUE;20051211;0
BUE;20051212;0
BUE;20051213;0
BUE;20051214;0
BUE;20051215;0
BUE;20051216;0
BUE;20051217;0
BUE;20051218;0
BUE;20051219;0
BUE;20051220;0
