 

stn;time;tnd00xy0
PIL;1981;123
PIL;1982;91
PIL;1983;73
PIL;1984;115
PIL;1985;108
PIL;1986;109
PIL;1987;98
PIL;1988;89
PIL;1989;62
PIL;1990;86
PIL;1991;102
PIL;1992;71
PIL;1993;87
PIL;1994;88
PIL;1995;99
PIL;1996;91
PIL;1997;73
PIL;1998;99
PIL;1999;96
PIL;2000;86
PIL;2001;98
PIL;2002;72
PIL;2003;81
PIL;2004;97
PIL;2005;111
PIL;2006;87
PIL;2007;68
PIL;2008;86
PIL;2009;102
PIL;2010;123
PIL;2011;57
PIL;2012;93
PIL;2013;101
PIL;2014;67
PIL;2015;69
PIL;2016;76
PIL;2017;81
PIL;2018;74
PIL;2019;84
PIL;2020;54
