 

stn;time;rs1000y0
ENT;1883;0
ENT;1884;0
ENT;1885;0
ENT;1886;0
ENT;1887;0
ENT;1888;0
ENT;1889;0
ENT;1890;0
ENT;1891;0
ENT;1892;0
ENT;1893;0
ENT;1894;0
ENT;1895;0
ENT;1896;0
ENT;1897;0
ENT;1898;0
ENT;1899;0
ENT;1900;0
ENT;1901;0
ENT;1902;0
ENT;1903;0
ENT;1904;0
ENT;1905;0
ENT;1906;0
ENT;1907;0
ENT;1908;0
ENT;1909;0
ENT;1910;0
ENT;1911;0
ENT;1912;0
ENT;1913;0
ENT;1914;0
ENT;1915;0
ENT;1916;0
ENT;1917;0
ENT;1918;0
ENT;1919;0
ENT;1920;0
ENT;1921;0
ENT;1922;0
ENT;1923;0
ENT;1924;0
ENT;1925;0
ENT;1926;0
ENT;1927;0
ENT;1928;0
ENT;1929;0
ENT;1930;0
ENT;1931;0
ENT;1932;0
ENT;1933;0
ENT;1934;0
ENT;1935;0
ENT;1936;0
ENT;1937;0
ENT;1938;0
ENT;1939;0
ENT;1940;0
ENT;1941;0
ENT;1942;0
ENT;1943;0
ENT;1944;0
ENT;1945;0
ENT;1946;0
ENT;1947;0
ENT;1948;0
ENT;1949;0
ENT;1950;0
ENT;1951;0
ENT;1952;0
ENT;1953;0
ENT;1954;0
ENT;1955;0
ENT;1956;0
ENT;1957;0
ENT;1958;0
ENT;1959;0
ENT;1960;0
ENT;1961;0
ENT;1962;0
ENT;1963;0
ENT;1964;0
ENT;1965;0
ENT;1966;0
ENT;1967;0
ENT;1968;0
ENT;1969;0
ENT;1970;0
ENT;1971;0
ENT;1972;0
ENT;1973;0
ENT;1974;1
ENT;1975;0
ENT;1976;0
ENT;1977;0
ENT;1978;0
ENT;1979;0
ENT;1980;0
ENT;1981;0
ENT;1982;0
ENT;1983;0
ENT;1984;0
ENT;1985;0
ENT;1986;0
ENT;1987;0
ENT;1988;0
ENT;1989;0
ENT;1990;0
ENT;1991;0
ENT;1992;0
ENT;1993;0
ENT;1994;0
ENT;1995;0
ENT;1996;0
ENT;1997;0
ENT;1998;0
ENT;1999;0
ENT;2000;0
ENT;2001;0
ENT;2002;0
ENT;2003;0
ENT;2004;0
ENT;2005;1
ENT;2006;0
ENT;2007;0
ENT;2008;0
ENT;2009;0
ENT;2010;0
ENT;2011;0
ENT;2012;0
ENT;2013;0
ENT;2014;0
ENT;2015;0
ENT;2016;0
ENT;2017;0
ENT;2018;0
ENT;2019;0
ENT;2020;0
