 

stn;time;rre150y0
JUS;1901;883.0
JUS;1902;836.1
JUS;1903;869.0
JUS;1904;646.5
JUS;1905;898.6
JUS;1906;587.7
JUS;1907;900.6
JUS;1908;832.5
JUS;1909;945.8
JUS;1910;1160.6
JUS;1911;891.6
JUS;1912;954.4
JUS;1913;863.1
JUS;1914;1124.1
JUS;1915;980.4
JUS;1916;1206.5
JUS;1917;1013.9
JUS;1918;1015.0
JUS;1919;1015.9
JUS;1920;871.2
JUS;1921;481.0
JUS;1922;1230.8
JUS;1923;1180.5
JUS;1924;928.9
JUS;1925;776.9
JUS;1926;932.7
JUS;1927;1100.4
JUS;1928;1186.0
JUS;1929;659.5
JUS;1930;1188.4
JUS;1931;950.2
JUS;1932;925.5
JUS;1933;864.8
JUS;1934;782.6
JUS;1935;1013.9
JUS;1936;975.7
JUS;1937;1005.5
JUS;1938;733.2
JUS;1939;1076.5
JUS;1940;921.4
JUS;1941;744.2
JUS;1942;766.9
JUS;1943;752.7
JUS;1944;864.8
JUS;1945;653.2
JUS;1946;876.7
JUS;1947;737.6
JUS;1948;883.6
JUS;1949;576.4
JUS;1950;808.0
JUS;1951;989.3
JUS;1952;1043.3
JUS;1953;640.1
JUS;1954;968.5
JUS;1955;917.7
JUS;1956;933.2
JUS;1957;690.5
JUS;1958;930.5
JUS;1959;845.5
JUS;1960;1247.7
JUS;1961;697.1
JUS;1962;622.5
JUS;1963;1020.0
JUS;1964;669.0
JUS;1965;1105.0
JUS;1966;911.3
JUS;1967;791.0
JUS;1968;1072.3
JUS;1969;672.1
JUS;1970;856.2
JUS;1971;622.8
JUS;1972;584.0
JUS;1973;729.2
JUS;1974;846.5
JUS;1975;971.2
JUS;1976;817.3
JUS;1977;1180.0
JUS;1978;889.0
JUS;1979;1024.1
JUS;1980;1092.6
JUS;1981;1003.1
JUS;1982;1009.2
JUS;1983;981.8
JUS;1984;908.0
JUS;1985;919.6
JUS;1986;897.9
JUS;1987;1057.4
JUS;1988;1158.6
JUS;1989;693.8
JUS;1990;1017.4
JUS;1991;841.5
JUS;1992;1012.5
JUS;1993;1206.8
JUS;1994;936.3
JUS;1995;1052.9
JUS;1996;945.5
JUS;1997;1030.1
JUS;1998;828.0
JUS;1999;1267.1
JUS;2000;915.5
JUS;2001;1217.5
JUS;2002;1134.8
JUS;2003;648.1
JUS;2004;842.7
JUS;2005;744.0
JUS;2006;856.3
JUS;2007;1087.8
JUS;2008;1096.4
JUS;2009;823.6
JUS;2010;814.3
JUS;2011;724.3
JUS;2012;1021.2
JUS;2013;1220.8
JUS;2014;931.7
JUS;2015;728.8
JUS;2016;993.3
JUS;2017;770.1
JUS;2018;899.6
JUS;2019;945.8
JUS;2020;894.2
