 

stn;time;rre150yx
MAB;1990;96.1
MAB;1991;39.0
MAB;1992;53.2
MAB;1993;42.0
MAB;1994;41.9
MAB;1995;45.8
MAB;1996;36.8
MAB;1997;56.6
MAB;1998;48.1
MAB;1999;66.5
MAB;2000;71.4
MAB;2001;48.5
MAB;2002;37.5
MAB;2003;38.0
MAB;2004;55.0
MAB;2005;58.0
MAB;2006;37.2
MAB;2007;54.0
MAB;2008;36.0
MAB;2009;32.1
MAB;2010;36.2
MAB;2011;47.0
MAB;2012;43.3
MAB;2013;45.4
MAB;2014;38.0
MAB;2015;69.5
MAB;2016;36.5
MAB;2017;38.9
MAB;2018;53.1
MAB;2019;34.2
MAB;2020;40.8
