 

stn;time;rre150yx
DLKLI;1947;33.7
DLKLI;1948;30.6
DLKLI;1949;18.1
DLKLI;1950;26.3
DLKLI;1951;26.9
DLKLI;1952;28.8
DLKLI;1953;55.5
DLKLI;1954;44.0
DLKLI;1955;41.6
DLKLI;1956;76.7
DLKLI;1957;32.7
DLKLI;1958;46.0
DLKLI;1959;43.3
DLKLI;1960;69.4
DLKLI;1961;31.2
DLKLI;1962;29.9
DLKLI;1963;53.2
DLKLI;1964;33.1
DLKLI;1965;36.6
DLKLI;1966;34.5
DLKLI;1967;45.8
DLKLI;1968;42.7
DLKLI;1969;62.4
DLKLI;1970;38.1
DLKLI;1971;36.4
DLKLI;1972;37.0
DLKLI;1973;47.1
DLKLI;1974;35.5
DLKLI;1975;48.8
DLKLI;1976;38.1
DLKLI;1977;42.7
DLKLI;1978;77.3
DLKLI;1979;45.8
DLKLI;1980;46.8
DLKLI;1981;26.6
DLKLI;1982;54.8
DLKLI;1983;34.5
DLKLI;1984;30.0
DLKLI;1985;30.0
DLKLI;1986;49.7
DLKLI;1987;84.6
DLKLI;1988;52.9
DLKLI;1989;43.0
DLKLI;1990;26.8
DLKLI;1991;31.7
DLKLI;1992;42.1
DLKLI;1993;29.7
DLKLI;1994;59.4
DLKLI;1995;36.9
DLKLI;1996;47.6
DLKLI;1997;39.7
DLKLI;1998;28.5
DLKLI;1999;28.3
