 

stn;time;rre150m0
HOS;196101;72.8
HOS;196102;84.0
HOS;196103;73.4
HOS;196104;106.9
HOS;196105;245.2
HOS;196106;146.2
HOS;196107;187.3
HOS;196108;169.5
HOS;196109;68.5
HOS;196110;74.9
HOS;196111;50.8
HOS;196112;154.7
HOS;196201;151.0
HOS;196202;53.7
HOS;196203;91.8
HOS;196204;55.2
HOS;196205;196.2
HOS;196206;71.7
HOS;196207;88.1
HOS;196208;180.4
HOS;196209;108.0
HOS;196210;23.1
HOS;196211;58.2
HOS;196212;121.5
HOS;196301;64.1
HOS;196302;67.8
HOS;196303;121.8
HOS;196304;76.5
HOS;196305;148.6
HOS;196306;184.3
HOS;196307;110.7
HOS;196308;171.2
HOS;196309;96.6
HOS;196310;95.0
HOS;196311;191.6
HOS;196312;12.9
HOS;196401;33.2
HOS;196402;58.6
HOS;196403;141.4
HOS;196404;118.0
HOS;196405;213.5
HOS;196406;71.5
HOS;196407;53.8
HOS;196408;192.2
HOS;196409;112.5
HOS;196410;130.8
HOS;196411;96.1
HOS;196412;51.3
HOS;196501;73.9
HOS;196502;55.9
HOS;196503;94.8
HOS;196504;211.2
HOS;196505;307.6
HOS;196506;287.8
HOS;196507;162.7
HOS;196508;106.0
HOS;196509;172.3
HOS;196510;18.7
HOS;196511;194.6
HOS;196512;149.4
HOS;196601;69.6
HOS;196602;145.3
HOS;196603;94.2
HOS;196604;103.1
HOS;196605;120.4
HOS;196606;142.8
HOS;196607;224.1
HOS;196608;196.6
HOS;196609;51.4
HOS;196610;84.6
HOS;196611;115.7
HOS;196612;115.8
HOS;196701;63.5
HOS;196702;47.8
HOS;196703;134.0
HOS;196704;56.0
HOS;196705;150.5
HOS;196706;142.3
HOS;196707;116.9
HOS;196708;108.4
HOS;196709;161.7
HOS;196710;58.4
HOS;196711;51.6
HOS;196712;74.5
HOS;196801;151.6
HOS;196802;65.6
HOS;196803;62.2
HOS;196804;83.0
HOS;196805;92.4
HOS;196806;80.0
HOS;196807;92.1
HOS;196808;174.9
HOS;196809;246.0
HOS;196810;34.7
HOS;196811;19.6
HOS;196812;52.9
HOS;196901;51.1
HOS;196902;66.0
HOS;196903;46.3
HOS;196904;102.7
HOS;196905;94.8
HOS;196906;199.0
HOS;196907;144.9
HOS;196908;210.3
HOS;196909;16.7
HOS;196910;14.0
HOS;196911;105.2
HOS;196912;88.8
HOS;197001;63.1
HOS;197002;226.9
HOS;197003;70.5
HOS;197004;152.5
HOS;197005;102.4
HOS;197006;173.2
HOS;197007;90.7
HOS;197008;199.3
HOS;197009;51.4
HOS;197010;81.6
HOS;197011;72.5
HOS;197012;33.1
HOS;197101;35.3
HOS;197102;67.0
HOS;197103;65.8
HOS;197104;59.7
HOS;197105;119.1
HOS;197106;258.2
HOS;197107;80.6
HOS;197108;116.0
HOS;197109;66.6
HOS;197110;39.1
HOS;197111;106.1
HOS;197112;40.1
HOS;197201;22.7
HOS;197202;15.4
HOS;197203;22.1
HOS;197204;142.8
HOS;197205;90.6
HOS;197206;131.3
HOS;197207;178.7
HOS;197208;85.3
HOS;197209;51.4
HOS;197210;55.3
HOS;197211;219.2
HOS;197212;18.9
HOS;197301;28.8
HOS;197302;55.9
HOS;197303;33.0
HOS;197304;86.6
HOS;197305;74.5
HOS;197306;114.4
HOS;197307;167.8
HOS;197308;46.1
HOS;197309;58.6
HOS;197310;126.7
HOS;197311;85.6
HOS;197312;58.6
HOS;197401;44.0
HOS;197402;66.7
HOS;197403;50.4
HOS;197404;66.5
HOS;197405;108.7
HOS;197406;145.5
HOS;197407;155.2
HOS;197408;84.0
HOS;197409;97.6
HOS;197410;151.2
HOS;197411;113.0
HOS;197412;100.6
HOS;197501;50.3
HOS;197502;26.0
HOS;197503;56.9
HOS;197504;93.8
HOS;197505;99.8
HOS;197506;188.9
HOS;197507;106.1
HOS;197508;235.0
HOS;197509;66.3
HOS;197510;56.6
HOS;197511;98.0
HOS;197512;8.7
HOS;197601;78.1
HOS;197602;27.0
HOS;197603;25.0
HOS;197604;72.6
HOS;197605;100.4
HOS;197606;68.2
HOS;197607;293.1
HOS;197608;79.5
HOS;197609;121.6
HOS;197610;59.9
HOS;197611;67.6
HOS;197612;96.6
HOS;197701;74.0
HOS;197702;99.5
HOS;197703;72.2
HOS;197704;168.8
HOS;197705;69.7
HOS;197706;119.7
HOS;197707;190.5
HOS;197708;114.9
HOS;197709;60.4
HOS;197710;55.7
HOS;197711;85.3
HOS;197712;51.9
HOS;197801;67.3
HOS;197802;113.8
HOS;197803;113.7
HOS;197804;46.5
HOS;197805;184.7
HOS;197806;163.7
HOS;197807;98.4
HOS;197808;219.0
HOS;197809;70.1
HOS;197810;110.4
HOS;197811;24.0
HOS;197812;78.0
HOS;197901;75.9
HOS;197902;91.1
HOS;197903;93.5
HOS;197904;128.6
HOS;197905;59.2
HOS;197906;171.3
HOS;197907;63.8
HOS;197908;120.1
HOS;197909;111.4
HOS;197910;52.5
HOS;197911;125.2
HOS;197912;89.3
HOS;198001;111.6
HOS;198002;76.4
HOS;198003;59.2
HOS;198004;105.0
HOS;198005;110.3
HOS;198006;171.2
HOS;198007;151.3
HOS;198008;89.9
HOS;198009;70.7
HOS;198010;114.3
HOS;198011;51.7
