 

stn;time;rre150yx
COP;1972;63.4
COP;1973;55.7
COP;1974;41.6
COP;1975;35.6
COP;1976;51.6
COP;1977;51.2
COP;1978;80.2
COP;1979;49.6
COP;1980;45.7
COP;1981;60.1
COP;1982;63.4
COP;1983;40.2
COP;1984;63.6
COP;1985;47.8
COP;1986;42.7
COP;1987;83.7
COP;1988;36.7
COP;1989;28.6
COP;1990;83.3
COP;1991;36.9
COP;1992;39.2
COP;1993;50.4
COP;1994;39.7
COP;1995;37.2
COP;1996;47.5
COP;1997;49.2
COP;1998;59.0
COP;1999;57.5
COP;2000;41.2
COP;2001;43.5
COP;2002;37.4
COP;2003;35.3
COP;2004;38.6
COP;2005;55.1
COP;2006;70.8
COP;2007;67.3
COP;2008;47.0
COP;2009;35.5
COP;2010;37.8
COP;2011;31.9
COP;2012;39.7
COP;2013;39.4
COP;2014;38.5
COP;2015;48.0
COP;2016;43.5
COP;2017;47.5
COP;2018;71.0
COP;2019;47.8
COP;2020;45.2
