 

stn;time;hns000mx
KUB;200402;24
KUB;200403;5
KUB;200404;2
KUB;200405;3
KUB;200406;0
KUB;200407;0
KUB;200408;0
KUB;200409;0
KUB;200410;1
KUB;200411;6
KUB;200412;18
KUB;200501;27
KUB;200502;20
KUB;200503;6
KUB;200504;3
KUB;200505;0
KUB;200506;0
KUB;200507;0
KUB;200508;0
KUB;200509;0
KUB;200510;0
KUB;200511;12
KUB;200512;33
KUB;200601;26
KUB;200602;6
KUB;200603;70
KUB;200604;17
KUB;200605;0
KUB;200606;0
KUB;200607;0
KUB;200608;0
KUB;200609;0
KUB;200610;0
KUB;200611;3
KUB;200612;11
KUB;200701;23
KUB;200702;5
KUB;200703;7
KUB;200704;0
KUB;200705;0
KUB;200706;0
KUB;200707;0
KUB;200708;0
KUB;200709;0
KUB;200710;0
KUB;200711;35
KUB;200712;15
KUB;200801;9
KUB;200802;8
KUB;200803;13
KUB;200804;14
KUB;200805;0
KUB;200806;0
KUB;200807;0
KUB;200808;0
KUB;200809;0
KUB;200810;5
KUB;200811;23
KUB;200812;112
KUB;200901;13
KUB;200902;62
KUB;200903;18
KUB;200904;0
KUB;200905;0
KUB;200906;0
KUB;200907;0
KUB;200908;0
KUB;200909;0
KUB;200910;3
KUB;200911;28
KUB;200912;14
KUB;201001;9
KUB;201002;12
KUB;201003;6
KUB;201004;7
KUB;201005;4
KUB;201006;0
KUB;201007;0
KUB;201008;0
KUB;201009;0
KUB;201010;1
KUB;201011;7
KUB;201012;17
