 

stn;time;rti150yx
GSG;1901;19011009
GSG;1902;19020517
GSG;1903;19030815
GSG;1904;19040210
GSG;1905;19050811
GSG;1906;19060705
GSG;1907;19071208
GSG;1908;19081122
GSG;1909;19091201
GSG;1910;19100119
GSG;1911;19110303
GSG;1912;19120106
GSG;1913;19131113
GSG;1914;19140316
GSG;1915;19150727
GSG;1916;19161225
GSG;1917;19171009
GSG;1918;19181222
GSG;1919;19191228
GSG;1920;19200111
GSG;1921;19210803
GSG;1922;19220715
GSG;1923;19231228
GSG;1924;19240429
GSG;1925;19250917
GSG;1926;19260811
GSG;1927;19270911
GSG;1928;19280815
GSG;1929;19290818
GSG;1930;19301009
GSG;1931;19310304
GSG;1932;19321026
GSG;1933;19330729
GSG;1934;19341015
GSG;1935;19351201
GSG;1936;19360110
GSG;1937;19370222
GSG;1938;19380130
GSG;1939;19391117
GSG;1940;19400914
GSG;1941;19411011
