 

stn;time;fklnd3m0
NABZUE;201709;0
NABZUE;201710;0
NABZUE;201711;0
NABZUE;201712;0
NABZUE;201801;0
NABZUE;201802;0
NABZUE;201803;0
NABZUE;201804;0
NABZUE;201805;0
NABZUE;201806;0
NABZUE;201807;0
NABZUE;201808;0
NABZUE;201809;0
NABZUE;201810;0
NABZUE;201811;0
NABZUE;201812;0
NABZUE;201901;0
NABZUE;201902;0
NABZUE;201903;0
NABZUE;201904;0
NABZUE;201905;0
NABZUE;201906;0
NABZUE;201907;0
NABZUE;201908;0
NABZUE;201909;0
NABZUE;201910;0
NABZUE;201911;0
NABZUE;201912;0
NABZUE;202001;0
NABZUE;202002;0
NABZUE;202003;0
NABZUE;202004;0
NABZUE;202005;0
NABZUE;202006;0
NABZUE;202007;0
NABZUE;202008;0
NABZUE;202009;0
NABZUE;202010;0
NABZUE;202011;0
NABZUE;202012;0
NABZUE;202101;0
NABZUE;202102;0
NABZUE;202103;0
