 

stn;time;tre200d0
PERSTO;20191231;-4.1
PERSTO;20200101;-4.7
PERSTO;20200102;-7.3
PERSTO;20200103;-6.4
PERSTO;20200104;-9.6
PERSTO;20200105;-5.3
PERSTO;20200106;-4.1
PERSTO;20200107;-7.3
PERSTO;20200108;-3.3
PERSTO;20200109;-3.0
PERSTO;20200110;-10.8
PERSTO;20200111;-7.4
PERSTO;20200112;-3.1
PERSTO;20200113;-4.9
PERSTO;20200114;-4.7
PERSTO;20200115;-3.1
PERSTO;20200116;-6.2
PERSTO;20200117;-8.9
PERSTO;20200118;-14.9
PERSTO;20200119;-19.1
PERSTO;20200120;-15.6
PERSTO;20200121;-10.3
PERSTO;20200122;-6.7
PERSTO;20200123;-5.6
PERSTO;20200124;-9.2
PERSTO;20200125;-12.3
PERSTO;20200126;-12.9
PERSTO;20200127;-10.8
PERSTO;20200128;-13.5
PERSTO;20200129;-14.7
PERSTO;20200130;-6.9
PERSTO;20200131;-5.3
PERSTO;20200201;-6.3
PERSTO;20200202;-5.1
PERSTO;20200203;-5.7
PERSTO;20200204;-15.2
PERSTO;20200205;-14.3
PERSTO;20200206;-7.0
PERSTO;20200207;-6.5
PERSTO;20200208;-6.6
PERSTO;20200209;-5.7
PERSTO;20200210;-7.3
PERSTO;20200211;-13.2
PERSTO;20200212;-15.2
PERSTO;20200213;-10.0
PERSTO;20200214;-8.9
PERSTO;20200215;-3.9
PERSTO;20200216;-1.0
PERSTO;20200217;-4.0
PERSTO;20200218;-12.2
PERSTO;20200219;-14.6
PERSTO;20200220;-7.8
PERSTO;20200221;-8.6
PERSTO;20200222;-3.6
PERSTO;20200223;-3.3
PERSTO;20200224;-3.2
PERSTO;20200225;-8.4
PERSTO;20200226;-18.9
PERSTO;20200227;-15.0
PERSTO;20200228;-11.8
PERSTO;20200229;-6.9
PERSTO;20200301;-11.2
PERSTO;20200302;-11.6
PERSTO;20200303;-16.9
PERSTO;20200304;-14.9
PERSTO;20200305;-8.6
PERSTO;20200306;-15.4
PERSTO;20200307;-16.6
PERSTO;20200308;-9.8
PERSTO;20200309;-14.6
PERSTO;20200310;-7.6
PERSTO;20200311;-2.2
PERSTO;20200312;-2.8
PERSTO;20200313;-6.8
PERSTO;20200314;-10.8
PERSTO;20200315;-6.2
PERSTO;20200316;-6.2
PERSTO;20200317;-6.1
PERSTO;20200318;-6.1
PERSTO;20200319;-6.4
PERSTO;20200320;-9.1
PERSTO;20200321;-8.7
PERSTO;20200322;-9.6
PERSTO;20200323;-11.0
PERSTO;20200324;-14.1
PERSTO;20200325;-16.1
PERSTO;20200326;-14.5
PERSTO;20200327;-8.2
PERSTO;20200328;-8.9
PERSTO;20200329;-9.3
PERSTO;20200330;-10.1
PERSTO;20200331;-12.1
PERSTO;20200401;-10.1
PERSTO;20200402;-11.3
PERSTO;20200403;-10.9
PERSTO;20200404;-7.8
PERSTO;20200405;-5.5
PERSTO;20200406;-6.3
PERSTO;20200407;-5.3
PERSTO;20200408;-7.2
PERSTO;20200409;-6.8
PERSTO;20200410;-6.0
PERSTO;20200411;-6.1
PERSTO;20200412;-6.7
PERSTO;20200413;-6.4
PERSTO;20200414;-6.9
PERSTO;20200415;-3.8
PERSTO;20200416;-3.2
PERSTO;20200417;-2.5
PERSTO;20200418;-2.1
PERSTO;20200419;-3.1
PERSTO;20200420;-3.7
PERSTO;20200421;-4.6
PERSTO;20200422;-5.6
PERSTO;20200423;-4.7
PERSTO;20200424;-5.3
PERSTO;20200425;-4.0
PERSTO;20200426;-3.9
PERSTO;20200427;-3.9
PERSTO;20200428;-4.4
PERSTO;20200429;-7.6
PERSTO;20200430;-6.6
PERSTO;20200501;-7.2
PERSTO;20200502;-7.2
PERSTO;20200503;-6.0
PERSTO;20200504;-1.7
PERSTO;20200505;-1.7
PERSTO;20200506;-4.6
PERSTO;20200507;-1.0
PERSTO;20200508;1.1
PERSTO;20200509;0.5
PERSTO;20200510;-1.3
PERSTO;20200511;-4.1
PERSTO;20200512;-2.8
PERSTO;20200513;-2.2
PERSTO;20200514;-2.5
PERSTO;20200515;-2.9
PERSTO;20200516;-2.2
PERSTO;20200517;-1.8
PERSTO;20200518;-1.5
PERSTO;20200519;-1.3
PERSTO;20200520;-0.7
PERSTO;20200521;0.1
