 

stn;time;rsd700m0
MMFRS;201608;0
MMFRS;201609;0
MMFRS;201610;0
MMFRS;201611;0
MMFRS;201612;0
MMFRS;201701;0
MMFRS;201702;0
MMFRS;201703;1
MMFRS;201704;1
MMFRS;201705;0
MMFRS;201706;1
MMFRS;201707;0
MMFRS;201708;1
MMFRS;201709;1
MMFRS;201710;0
MMFRS;201711;0
MMFRS;201712;0
MMFRS;201801;0
MMFRS;201802;0
MMFRS;201803;1
MMFRS;201804;0
MMFRS;201805;0
MMFRS;201806;0
MMFRS;201807;0
MMFRS;201808;0
