 

stn;time;fu3010m1
MMMES;201408;59.4
MMMES;201409;70.2
MMMES;201410;79.6
MMMES;201411;48.2
MMMES;201412;92.5
MMMES;201501;70.2
MMMES;201502;103.7
MMMES;201503;79.6
MMMES;201504;66.6
MMMES;201505;66.6
MMMES;201506;51.8
MMMES;201507;57.2
MMMES;201508;55.4
MMMES;201509;64.8
MMMES;201510;57.2
MMMES;201511;64.8
MMMES;201512;55.4
MMMES;201601;61.2
MMMES;201602;66.6
MMMES;201603;64.8
MMMES;201604;57.2
MMMES;201605;63.0
MMMES;201606;55.4
MMMES;201607;74.2
MMMES;201608;53.6
MMMES;201609;53.6
MMMES;201610;57.2
MMMES;201611;55.4
MMMES;201612;66.6
MMMES;201701;81.4
MMMES;201702;76.0
MMMES;201703;57.2
MMMES;201704;64.8
MMMES;201705;55.4
MMMES;201706;61.2
MMMES;201707;51.8
MMMES;201708;53.6
MMMES;201709;63.0
MMMES;201710;68.4
MMMES;201711;74.2
MMMES;201712;61.2
