 

stn;time;fklnd3m0
DLFRI;196501;0
DLFRI;196502;0
DLFRI;196503;0
DLFRI;196504;0
DLFRI;196505;0
DLFRI;196506;0
DLFRI;196507;0
DLFRI;196508;0
DLFRI;196509;0
DLFRI;196510;0
DLFRI;196511;2
DLFRI;196512;0
DLFRI;196601;0
DLFRI;196602;0
DLFRI;196603;0
DLFRI;196604;0
DLFRI;196605;0
DLFRI;196606;0
DLFRI;196607;0
DLFRI;196608;0
DLFRI;196609;0
DLFRI;196610;0
DLFRI;196611;0
DLFRI;196612;0
DLFRI;196701;0
DLFRI;196702;1
DLFRI;196703;1
DLFRI;196704;0
DLFRI;196705;0
DLFRI;196706;0
DLFRI;196707;0
DLFRI;196708;0
DLFRI;196709;0
DLFRI;196710;0
DLFRI;196711;1
DLFRI;196712;0
DLFRI;196801;0
DLFRI;196802;0
DLFRI;196803;0
DLFRI;196804;0
DLFRI;196805;0
DLFRI;196806;0
DLFRI;196807;0
DLFRI;196808;0
DLFRI;196809;0
DLFRI;196810;0
DLFRI;196811;0
DLFRI;196812;0
DLFRI;196901;0
DLFRI;196902;0
DLFRI;196903;0
DLFRI;196904;0
DLFRI;196905;0
DLFRI;196906;0
DLFRI;196907;0
DLFRI;196908;0
DLFRI;196909;0
DLFRI;196910;0
DLFRI;196911;0
DLFRI;196912;0
DLFRI;197001;0
DLFRI;197002;0
DLFRI;197003;0
DLFRI;197004;0
DLFRI;197005;0
DLFRI;197006;0
DLFRI;197007;0
DLFRI;197008;0
DLFRI;197009;0
DLFRI;197010;0
DLFRI;197011;0
DLFRI;197012;0
DLFRI;197101;0
