 

stn;time;rsd300y0
DIE;1880;6
DIE;1881;5
DIE;1882;2
DIE;1883;1
DIE;1884;0
DIE;1885;3
DIE;1886;3
DIE;1887;0
DIE;1888;7
DIE;1889;1
DIE;1890;1
DIE;1891;2
DIE;1892;0
DIE;1893;0
DIE;1894;1
DIE;1895;3
DIE;1896;2
DIE;1897;1
DIE;1898;2
DIE;1899;0
DIE;1900;0
DIE;1901;4
DIE;1902;2
DIE;1903;4
DIE;1904;0
DIE;1905;3
DIE;1906;4
DIE;1907;1
DIE;1908;4
DIE;1909;1
DIE;1910;6
DIE;1911;0
DIE;1912;2
DIE;1913;3
DIE;1914;1
DIE;1915;5
DIE;1916;3
DIE;1917;3
DIE;1918;3
DIE;1919;2
DIE;1920;0
DIE;1921;1
DIE;1922;3
DIE;1923;2
DIE;1924;0
DIE;1925;2
DIE;1926;4
DIE;1927;4
DIE;1928;1
DIE;1929;0
DIE;1930;1
DIE;1931;2
DIE;1932;5
DIE;1933;3
DIE;1934;2
DIE;1935;2
DIE;1936;1
DIE;1937;5
DIE;1938;6
DIE;1939;7
DIE;1940;11
DIE;1941;4
DIE;1942;2
DIE;1943;1
DIE;1944;2
DIE;1945;5
DIE;1946;7
DIE;1947;0
DIE;1948;0
DIE;1949;0
DIE;1950;2
DIE;1951;0
DIE;1952;3
DIE;1953;2
DIE;1954;4
DIE;1955;5
DIE;1956;0
DIE;1957;2
DIE;1958;5
DIE;1959;3
DIE;1960;1
DIE;1961;0
DIE;1962;2
DIE;1963;2
DIE;1964;1
DIE;1965;3
DIE;1966;1
DIE;1967;2
DIE;1968;3
DIE;1969;3
DIE;1970;4
DIE;1971;0
DIE;1972;5
DIE;1973;3
DIE;1974;2
DIE;1975;2
DIE;1976;2
DIE;1977;0
DIE;1978;6
DIE;1979;2
DIE;1980;1
DIE;1981;1
DIE;1982;3
DIE;1983;2
DIE;1984;3
DIE;1985;0
DIE;1986;4
DIE;1987;3
DIE;1988;0
DIE;1989;1
DIE;1990;2
DIE;1991;1
DIE;1992;2
DIE;1993;2
DIE;1994;3
DIE;1995;6
DIE;1996;1
DIE;1997;2
DIE;1998;0
DIE;1999;0
DIE;2000;3
DIE;2001;3
DIE;2002;5
DIE;2003;0
DIE;2004;1
DIE;2005;1
DIE;2006;3
DIE;2007;1
DIE;2008;6
DIE;2009;2
DIE;2010;2
DIE;2011;1
DIE;2012;1
DIE;2013;4
DIE;2014;3
DIE;2015;2
DIE;2016;1
DIE;2017;2
DIE;2018;2
DIE;2019;2
DIE;2020;3
