 

stn;time;fu3010m1
INT;198101;66.6
INT;198102;63.4
INT;198103;61.2
INT;198104;69.8
INT;198105;63.7
INT;198106;56.9
INT;198107;68.4
INT;198108;78.8
INT;198109;58.7
INT;198110;61.6
INT;198111;82.1
INT;198112;85.0
INT;198201;51.1
INT;198202;36.7
INT;198203;87.5
INT;198204;61.6
INT;198205;61.9
INT;198206;67.7
INT;198207;70.6
INT;198208;61.6
INT;198209;64.1
INT;198210;63.4
INT;198211;83.9
INT;198212;74.9
INT;198301;77.0
INT;198302;67.3
INT;198303;58.3
INT;198304;72.4
INT;198305;64.1
INT;198306;61.6
INT;198307;71.3
INT;198308;57.2
INT;198309;80.3
INT;198310;75.6
INT;198311;78.1
INT;198312;91.1
INT;198401;72.4
INT;198402;89.3
INT;198403;67.0
INT;198404;88.6
INT;198405;73.8
INT;198406;81.4
INT;198407;69.5
INT;198408;67.7
INT;198409;104.4
INT;198410;85.7
INT;198411;80.6
INT;198412;75.6
INT;198501;90.0
INT;198502;42.8
INT;198503;67.3
INT;198504;78.8
INT;198505;66.6
INT;198506;59.4
INT;198507;89.3
INT;198508;75.2
INT;198509;102.2
INT;198510;60.8
INT;198511;62.3
INT;198512;73.1
INT;198601;93.6
INT;198602;54.0
INT;198603;83.9
INT;198604;86.0
INT;198605;70.6
INT;198606;74.9
INT;198607;91.4
INT;198608;78.8
INT;198609;75.6
INT;198610;92.5
INT;198611;69.5
INT;198612;97.9
INT;198701;78.5
INT;198702;48.2
INT;198703;72.7
INT;198704;100.8
INT;198705;86.8
INT;198706;65.2
INT;198707;77.0
INT;198708;58.3
INT;198709;71.6
INT;198710;67.0
INT;198711;84.6
INT;198712;58.0
INT;198801;79.9
INT;198802;86.4
INT;198803;99.0
INT;198804;49.0
INT;198805;75.2
INT;198806;72.7
INT;198807;77.4
INT;198808;69.5
INT;198809;63.0
INT;198810;52.6
INT;198811;77.8
INT;198812;79.9
INT;198901;67.3
INT;198902;87.5
INT;198903;68.0
INT;198904;79.6
INT;198905;55.4
INT;198906;77.8
INT;198907;71.6
INT;198908;91.1
INT;198909;67.3
INT;198910;68.0
INT;198911;59.8
INT;198912;68.4
INT;199001;72.0
INT;199002;117.0
INT;199003;91.4
INT;199004;71.6
INT;199005;56.9
INT;199006;74.9
