 

stn;time;tnd00xy0
DLSTU;1953;27
DLSTU;1954;31
DLSTU;1955;22
DLSTU;1956;42
DLSTU;1957;16
DLSTU;1958;14
DLSTU;1959;16
DLSTU;1960;17
DLSTU;1961;17
DLSTU;1962;30
DLSTU;1963;58
DLSTU;1964;32
DLSTU;1965;20
DLSTU;1966;14
DLSTU;1967;18
DLSTU;1968;31
DLSTU;1969;40
DLSTU;1970;24
DLSTU;1971;19
DLSTU;1972;13
DLSTU;1973;16
DLSTU;1974;0
DLSTU;1975;10
DLSTU;1976;21
DLSTU;1977;4
DLSTU;1978;29
DLSTU;1979;19
DLSTU;1980;26
DLSTU;1981;16
DLSTU;1982;16
DLSTU;1983;19
DLSTU;1984;11
DLSTU;1985;45
DLSTU;1986;35
DLSTU;1987;31
DLSTU;1988;8
DLSTU;1989;7
DLSTU;1990;13
DLSTU;1991;20
DLSTU;1992;12
DLSTU;1993;22
DLSTU;1994;7
DLSTU;1995;22
DLSTU;1996;39
DLSTU;1997;16
DLSTU;1998;22
DLSTU;1999;18
DLSTU;2000;6
DLSTU;2001;8
DLSTU;2002;15
DLSTU;2003;18
DLSTU;2004;12
DLSTU;2005;24
DLSTU;2006;18
DLSTU;2007;8
DLSTU;2008;2
DLSTU;2009;24
DLSTU;2010;45
DLSTU;2011;13
DLSTU;2012;20
DLSTU;2013;25
DLSTU;2014;1
DLSTU;2015;4
