 

stn;time;rti150yx
COG;1946;19460906
COG;1947;19471118
COG;1948;19480911
COG;1949;19490101
COG;1950;19501111
COG;1951;19510713
COG;1952;19520830
COG;1953;19530609
COG;1954;19540821
COG;1955;19550517
COG;1956;19560713
COG;1957;19570721
COG;1958;19580516
COG;1959;19590822
COG;1960;19600707
COG;1961;19610714
COG;1962;19620101
COG;1963;19631102
COG;1964;19640829
COG;1965;19650707
COG;1966;19661212
COG;1967;19671102
COG;1968;19680921
COG;1969;19690422
COG;1970;19700203
COG;1971;19711121
COG;1972;19721122
COG;1973;19731105
COG;1974;19740628
COG;1975;19750914
COG;1976;19761130
COG;1977;19770220
COG;1978;19780807
COG;1979;19790815
COG;1980;19801007
COG;1981;19810525
COG;1982;19820108
COG;1983;19831126
COG;1984;19840206
COG;1985;19850508
COG;1986;19860123
COG;1987;19870925
COG;1988;19880603
COG;1989;19890223
COG;1990;19901028
COG;1991;19911221
COG;1992;19921204
COG;1993;19930913
COG;1994;19940807
COG;1995;19950110
COG;1996;19960707
COG;1997;19970713
COG;1998;19980904
COG;1999;19990705
COG;2000;20001011
COG;2001;20010715
COG;2002;20021016
COG;2003;20030329
COG;2004;20041025
COG;2005;20050416
COG;2006;20060409
COG;2007;20070808
COG;2008;20080812
COG;2009;20090615
COG;2010;20101205
COG;2011;20110806
COG;2012;20121110
COG;2013;20131225
COG;2014;20140522
COG;2015;20151120
COG;2016;20160416
COG;2017;20171214
COG;2018;20180611
COG;2019;20191018
COG;2020;20201023
